date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-03-16,Florida,7197889.0,9824045.0,4436541.0,11.63,33.51,2498540.0,20.66,45.74,81534.0,176638.0,8224.0,0.733
2021-03-17,Florida,7332554.0,9981955.0,4524707.0,11.93,34.14,2562319.0,21.07,46.48,134665.0,180340.0,8397.0,0.735
2021-03-18,Florida,7522691.0,10234515.0,4652763.0,12.25,35.03,2630843.0,21.66,47.65,190137.0,170088.0,7919.0,0.735
2021-03-19,Florida,7684142.0,10646775.0,4760399.0,12.53,35.78,2691206.0,22.16,49.57,161451.0,152970.0,7122.0,0.722
2021-01-12,Georgia,170571.0,960975.0,85110.0,0.07,1.61,7746.0,0.8,9.05,,,,0.177
2021-01-13,Georgia,198756.0,1003975.0,86105.0,0.08,1.87,8937.0,0.81,9.46,28185.0,28185.0,2655.0,0.198
2021-01-14,Georgia,231305.0,1010900.0,204301.0,,2.18,,1.92,9.52,32549.0,30367.0,2860.0,0.229
2021-01-15,Georgia,231305.0,1011200.0,204301.0,0.21,2.18,22324.0,1.92,9.52,0.0,20245.0,1907.0,0.229
2021-01-16,Georgia,,,,,,,,,20257.75,20248.0,1907.0,
2021-01-17,Georgia,,,,,,,,,20257.75,20250.0,1907.0,
2021-01-18,Georgia,,,,,,,,,20257.75,20251.0,1907.0,
2021-01-19,Georgia,312336.0,1011200.0,278151.0,0.27,2.94,28907.0,2.62,9.52,20257.75,20252.0,1907.0,0.309
2021-01-20,Georgia,397048.0,1077375.0,356010.0,0.33,3.74,35029.0,3.35,10.15,84712.0,28327.0,2668.0,0.369
2021-01-21,Georgia,453862.0,1162275.0,407000.0,0.38,4.27,39972.0,3.83,10.95,56814.0,31794.0,2995.0,0.39
2021-01-22,Georgia,603486.0,1235375.0,533665.0,0.56,5.68,59925.0,5.03,11.64,149624.0,53169.0,5008.0,0.489
2021-01-23,Georgia,604067.0,1235775.0,534161.0,0.56,5.69,59965.0,5.03,11.64,581.0,50358.0,4743.0,0.489
2021-01-24,Georgia,604067.0,1235775.0,534161.0,0.56,5.69,59965.0,5.03,11.64,0.0,47464.0,4470.0,0.489
2021-01-25,Georgia,604067.0,1235775.0,534161.0,0.56,5.69,59965.0,5.03,11.64,0.0,44570.0,4198.0,0.489
2021-01-26,Georgia,668589.0,1309850.0,591385.0,0.61,6.3,64989.0,5.57,12.34,64522.0,50893.0,4793.0,0.51
2021-01-27,Georgia,712866.0,1412450.0,622905.0,0.71,6.71,75360.0,5.87,13.3,44277.0,45117.0,4249.0,0.505
2021-01-28,Georgia,764211.0,1441025.0,659212.0,0.84,7.2,89305.0,6.21,13.57,51345.0,44336.0,4176.0,0.53
2021-01-29,Georgia,810291.0,1448825.0,693085.0,0.94,7.63,99941.0,6.53,13.65,46080.0,29544.0,2783.0,0.559
2021-01-30,Georgia,856746.0,1449800.0,729117.0,1.03,8.07,109311.0,6.87,13.65,46455.0,36097.0,3400.0,0.591
2021-01-31,Georgia,906186.0,1449800.0,766875.0,1.13,8.53,119878.0,7.22,13.65,49440.0,43160.0,4065.0,0.625
2021-02-01,Georgia,930517.0,1449800.0,785487.0,1.18,8.76,125548.0,7.4,13.65,24331.0,46636.0,4392.0,0.642
2021-02-02,Georgia,940066.0,1557175.0,790354.0,1.22,8.85,129885.0,7.44,14.67,9549.0,38782.0,3653.0,0.604
2021-02-03,Georgia,975038.0,1638700.0,813214.0,1.33,9.18,140900.0,7.66,15.43,34972.0,37453.0,3528.0,0.595
2021-02-04,Georgia,1008040.0,1686125.0,834091.0,1.44,9.49,152626.0,7.86,15.88,33002.0,34833.0,3281.0,0.598
2021-02-05,Georgia,1051622.0,1688075.0,860543.0,1.59,9.9,169163.0,8.11,15.9,43582.0,34476.0,3247.0,0.623
2021-02-06,Georgia,1098863.0,1688075.0,887597.0,1.78,10.35,188736.0,8.36,15.9,47241.0,34588.0,3258.0,0.651
2021-02-07,Georgia,1146024.0,1688075.0,912189.0,1.98,10.79,210237.0,8.59,15.9,47161.0,34263.0,3227.0,0.679
2021-02-08,Georgia,1167738.0,1688075.0,923282.0,2.07,11.0,219840.0,8.7,15.9,21714.0,33889.0,3192.0,0.692
2021-02-09,Georgia,1179950.0,1840775.0,927176.0,2.15,11.11,227997.0,8.73,17.34,12212.0,34269.0,3228.0,0.641
2021-02-10,Georgia,1223850.0,1914800.0,946505.0,2.37,11.53,251946.0,8.91,18.03,43900.0,35545.0,3348.0,0.639
2021-02-11,Georgia,1273015.0,2017525.0,967179.0,2.63,11.99,279546.0,9.11,19.0,49165.0,37854.0,3565.0,0.631
2021-02-12,Georgia,1273015.0,2017525.0,967179.0,2.63,11.99,279546.0,9.11,19.0,0.0,31628.0,2979.0,0.631
2021-02-13,Georgia,1328795.0,2020275.0,987693.0,2.96,12.52,313961.0,9.3,19.03,55780.0,32847.0,3094.0,0.658
2021-02-14,Georgia,1437718.0,2020275.0,1027629.0,3.58,13.54,380394.0,9.68,19.03,108923.0,41671.0,3925.0,0.712
2021-02-15,Georgia,,,,,,,,,17861.0,41120.0,3873.0,
2021-02-16,Georgia,1473440.0,2130100.0,1040075.0,3.79,13.88,402578.0,9.8,20.06,17861.0,41927.0,3949.0,0.692
2021-02-17,Georgia,1473440.0,2131775.0,1040075.0,3.79,13.88,402578.0,9.8,20.08,0.0,35656.0,3358.0,0.691
2021-02-18,Georgia,1569216.0,2145525.0,1073929.0,4.36,14.78,462570.0,10.11,20.21,95776.0,42314.0,3985.0,0.731
2021-02-19,Georgia,1720789.0,2286360.0,1158554.0,4.97,16.21,527556.0,10.91,21.53,151573.0,63968.0,6025.0,0.753
2021-02-20,Georgia,1786755.0,2292085.0,1181826.0,5.35,16.83,568299.0,11.13,21.59,65966.0,65423.0,6162.0,0.78
2021-02-21,Georgia,1850856.0,2292085.0,1202374.0,5.74,17.43,609520.0,11.32,21.59,64101.0,59020.0,5559.0,0.807
2021-02-22,Georgia,1873683.0,2292085.0,1188521.0,5.84,17.65,620186.0,11.19,21.59,22827.0,59729.0,5626.0,0.817
2021-02-23,Georgia,1880429.0,2369305.0,1191004.0,5.88,17.71,624352.0,11.22,22.32,6746.0,58141.0,5476.0,0.794
2021-02-24,Georgia,1919262.0,2535925.0,1203510.0,6.12,18.08,649555.0,11.34,23.88,38833.0,63689.0,5999.0,0.757
2021-02-25,Georgia,1961849.0,2645625.0,1219200.0,6.36,18.48,674956.0,11.48,24.92,42587.0,56090.0,5283.0,0.742
2021-02-26,Georgia,2013769.0,2840015.0,1239379.0,6.65,18.97,705985.0,11.67,26.75,51920.0,41854.0,3942.0,0.709
2021-02-27,Georgia,2070076.0,2881145.0,1258671.0,6.98,19.5,741138.0,11.85,27.14,56307.0,40474.0,3812.0,0.718
2021-02-28,Georgia,2072451.0,2881145.0,1259837.0,7.0,19.52,742880.0,11.87,27.14,2375.0,31656.0,2982.0,0.719
2021-03-01,Georgia,2072628.0,2881145.0,1260430.0,7.0,19.52,743037.0,11.87,27.14,177.0,28421.0,2677.0,0.719
2021-03-02,Georgia,2085047.0,3067745.0,1268982.0,7.03,19.64,746611.0,11.95,28.89,12419.0,29231.0,2753.0,0.68
2021-03-03,Georgia,2133517.0,3155155.0,1287231.0,7.3,20.09,775586.0,12.12,29.72,48470.0,30608.0,2883.0,0.676
2021-03-04,Georgia,2187289.0,3339265.0,1310024.0,7.59,20.6,805346.0,12.34,31.45,53772.0,32206.0,3033.0,0.655
2021-03-05,Georgia,2253011.0,3379335.0,1337534.0,7.93,21.22,841985.0,12.6,31.83,65722.0,34177.0,3219.0,0.667
2021-03-06,Georgia,2308087.0,3437635.0,1365901.0,8.17,21.74,867118.0,12.86,32.38,55076.0,34002.0,3202.0,0.671
2021-03-07,Georgia,2366573.0,3437635.0,1396280.0,8.42,22.29,894327.0,13.15,32.38,58486.0,42017.0,3957.0,0.688
2021-03-08,Georgia,2391999.0,3437635.0,1411942.0,8.52,22.53,904207.0,13.3,32.38,25426.0,45624.0,4297.0,0.696
2021-03-09,Georgia,2406206.0,3706995.0,1420118.0,8.58,22.66,910623.0,13.38,34.91,14207.0,45880.0,4321.0,0.649
2021-03-10,Georgia,2408998.0,3782385.0,1422182.0,8.59,22.69,911979.0,13.39,35.62,2792.0,39354.0,3707.0,0.637
2021-03-11,Georgia,2483900.0,3923755.0,1474110.0,8.82,23.39,936451.0,13.88,36.96,74902.0,42373.0,3991.0,0.633
2021-03-12,Georgia,2598432.0,3980645.0,1548497.0,9.23,24.47,979717.0,14.58,37.49,114532.0,49346.0,4648.0,0.653
2021-03-13,Georgia,2681373.0,3980645.0,1608162.0,9.5,25.25,1008364.0,15.15,37.49,82941.0,53327.0,5023.0,0.674
2021-03-14,Georgia,2754347.0,3981815.0,1662522.0,9.74,25.94,1033760.0,15.66,37.5,72974.0,55396.0,5217.0,0.692
2021-03-15,Georgia,2790084.0,3981815.0,1689912.0,9.84,26.28,1044640.0,15.92,37.5,35737.0,56869.0,5356.0,0.701
2021-03-16,Georgia,2810272.0,4188145.0,1707798.0,9.88,26.47,1048574.0,16.08,39.45,20188.0,57724.0,5437.0,0.671
2021-03-17,Georgia,2814158.0,4284205.0,1710417.0,9.89,26.51,1050574.0,16.11,40.35,3886.0,57880.0,5451.0,0.657
2021-03-18,Georgia,2906563.0,4403365.0,1774120.0,10.19,27.38,1082385.0,16.71,41.47,92405.0,60380.0,5687.0,0.66
2021-03-19,Georgia,2910835.0,4482955.0,1777288.0,10.21,27.42,1084493.0,16.74,42.22,4272.0,44629.0,4203.0,0.649
2021-01-12,Guam,3791.0,26500.0,401.0,,2.29,,0.24,15.99,,,,0.143
2021-01-13,Guam,3791.0,34300.0,401.0,,2.29,,0.24,20.69,0.0,0.0,0.0,0.111
2021-01-14,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-15,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-16,Guam,,,,,,,,,0.0,0.0,0.0,
2021-01-17,Guam,,,,,,,,,0.0,0.0,0.0,
2021-01-18,Guam,,,,,,,,,0.0,0.0,0.0,
2021-01-19,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-20,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-21,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-22,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-23,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-24,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-25,Guam,3791.0,34300.0,3785.0,,2.29,,2.28,20.69,0.0,0.0,0.0,0.111
2021-01-26,Guam,17306.0,34300.0,13378.0,2.29,10.44,3803.0,8.07,20.69,13515.0,1931.0,11649.0,0.505
2021-01-27,Guam,18263.0,34300.0,14269.0,2.33,11.02,3869.0,8.61,20.69,957.0,2067.0,12469.0,0.532
2021-01-28,Guam,19520.0,34300.0,15405.0,2.39,11.78,3969.0,9.29,20.69,1257.0,2247.0,13555.0,0.569
2021-01-29,Guam,21254.0,34300.0,16747.0,2.63,12.82,4358.0,10.1,20.69,1734.0,2495.0,15051.0,0.62
2021-01-30,Guam,22454.0,34300.0,17784.0,2.71,13.55,4499.0,10.73,20.69,1200.0,2666.0,16083.0,0.655
2021-01-31,Guam,22454.0,34300.0,17784.0,2.71,13.55,4499.0,10.73,20.69,0.0,2666.0,16083.0,0.655
2021-02-01,Guam,23445.0,34300.0,18538.0,2.86,14.14,4736.0,11.18,20.69,991.0,2808.0,16939.0,0.684
2021-02-02,Guam,24810.0,43500.0,19700.0,2.98,14.97,4936.0,11.88,26.24,1365.0,1072.0,6467.0,0.57
2021-02-03,Guam,26068.0,43500.0,20785.0,3.08,15.73,5108.0,12.54,26.24,1258.0,1115.0,6726.0,0.599
2021-02-04,Guam,26068.0,51300.0,20785.0,3.08,15.73,5108.0,12.54,30.95,0.0,935.0,5640.0,0.508
2021-02-05,Guam,27369.0,51300.0,21871.0,3.21,16.51,5321.0,13.19,30.95,1301.0,874.0,5272.0,0.534
2021-02-06,Guam,28959.0,51300.0,23195.0,3.37,17.47,5581.0,13.99,30.95,1590.0,929.0,5604.0,0.565
2021-02-07,Guam,29572.0,51300.0,23564.0,3.51,17.84,5820.0,14.22,30.95,613.0,1017.0,6135.0,0.576
2021-02-08,Guam,29719.0,51300.0,23693.0,3.52,17.93,5838.0,14.29,30.95,147.0,896.0,5405.0,0.579
2021-02-09,Guam,30923.0,51300.0,24420.0,3.78,18.65,6260.0,14.73,30.95,1204.0,873.0,5266.0,0.603
2021-02-10,Guam,32443.0,51300.0,25308.0,4.15,19.57,6873.0,15.27,30.95,1520.0,911.0,5496.0,0.632
2021-02-11,Guam,33993.0,51300.0,26019.0,4.65,20.51,7711.0,15.7,30.95,1550.0,1132.0,6829.0,0.663
2021-02-12,Guam,35917.0,51300.0,26699.0,5.4,21.67,8955.0,16.11,30.95,1924.0,1221.0,7366.0,0.7
2021-02-13,Guam,37750.0,51300.0,27348.0,6.1,22.77,10117.0,16.5,30.95,1833.0,1256.0,7577.0,0.736
2021-02-14,Guam,38622.0,51300.0,27647.0,6.45,23.3,10688.0,16.68,30.95,872.0,1293.0,7800.0,0.753
2021-02-15,Guam,,,,,,,,,441.0,1335.0,8053.0,
2021-02-16,Guam,39504.0,51300.0,27946.0,6.8,23.83,11266.0,16.86,30.95,441.0,1226.0,7396.0,0.77
2021-02-17,Guam,41007.0,51300.0,28460.0,7.39,24.74,12251.0,17.17,30.95,1503.0,1223.0,7378.0,0.799
2021-02-18,Guam,42671.0,51300.0,29055.0,8.03,25.74,13311.0,17.53,30.95,1664.0,1240.0,7480.0,0.832
2021-02-19,Guam,46897.0,51300.0,31432.0,9.14,28.29,15150.0,18.96,30.95,4226.0,1569.0,9465.0,0.914
2021-02-20,Guam,48387.0,51300.0,31950.0,9.71,29.19,16104.0,19.27,30.95,1490.0,1520.0,9169.0,0.943
2021-02-21,Guam,48479.0,51300.0,32024.0,9.73,29.25,16121.0,19.32,30.95,92.0,1408.0,8494.0,0.945
2021-02-22,Guam,49587.0,51300.0,32377.0,10.17,29.91,16858.0,19.53,30.95,1108.0,1503.0,9067.0,0.967
2021-02-23,Guam,50500.0,51300.0,32799.0,10.46,30.46,17334.0,19.79,30.95,913.0,1571.0,9477.0,0.984
2021-02-24,Guam,51514.0,51300.0,33183.0,10.84,31.08,17963.0,20.02,30.95,1014.0,1501.0,9055.0,1.004
2021-02-25,Guam,52661.0,51300.0,33677.0,11.23,31.77,18611.0,20.32,30.95,1147.0,1427.0,8608.0,1.027
2021-02-26,Guam,52701.0,51300.0,33696.0,11.24,31.79,18631.0,20.33,30.95,40.0,829.0,5001.0,1.027
2021-02-27,Guam,54244.0,51300.0,34205.0,11.79,32.72,19538.0,20.63,30.95,1543.0,837.0,5049.0,1.057
2021-02-28,Guam,55213.0,51300.0,34485.0,12.2,33.31,20223.0,20.8,30.95,969.0,962.0,5803.0,1.076
2021-03-01,Guam,55255.0,51300.0,34489.0,12.22,33.33,20263.0,20.81,30.95,42.0,810.0,4886.0,1.077
2021-03-02,Guam,55402.0,65500.0,34532.0,12.29,33.42,20367.0,20.83,39.51,147.0,700.0,4223.0,0.846
2021-03-03,Guam,55435.0,86560.0,34553.0,12.3,33.44,20382.0,20.84,52.22,33.0,560.0,3378.0,0.64
2021-03-04,Guam,56131.0,86560.0,34944.0,12.48,33.86,20683.0,21.08,52.22,696.0,496.0,2992.0,0.648
2021-03-05,Guam,56407.0,86560.0,35076.0,12.56,34.03,20823.0,21.16,52.22,276.0,529.0,3191.0,0.652
2021-03-06,Guam,56477.0,87860.0,35123.0,12.58,34.07,20849.0,21.19,53.0,70.0,319.0,1924.0,0.643
2021-03-07,Guam,56484.0,87860.0,35130.0,12.58,34.07,20851.0,21.19,53.0,7.0,182.0,1098.0,0.643
2021-03-08,Guam,56587.0,87860.0,35161.0,12.62,34.14,20924.0,21.21,53.0,103.0,190.0,1146.0,0.644
2021-03-09,Guam,58396.0,87860.0,35680.0,13.39,35.23,22200.0,21.52,53.0,1809.0,428.0,2582.0,0.665
2021-03-10,Guam,60379.0,87860.0,36034.0,14.37,36.42,23824.0,21.74,53.0,1983.0,706.0,4259.0,0.687
2021-03-11,Guam,62062.0,87860.0,36283.0,15.24,37.44,25258.0,21.89,53.0,1683.0,847.0,5110.0,0.706
2021-03-12,Guam,63697.0,87860.0,36600.0,16.03,38.43,26580.0,22.08,53.0,1635.0,1041.0,6280.0,0.725
2021-03-13,Guam,65382.0,87860.0,36826.0,16.9,39.44,28020.0,22.22,53.0,1685.0,1272.0,7673.0,0.744
2021-03-14,Guam,66513.0,87860.0,36978.0,17.49,40.12,29000.0,22.31,53.0,1131.0,1433.0,8645.0,0.757
2021-03-15,Guam,66607.0,87860.0,36979.0,17.54,40.18,29082.0,22.31,53.0,94.0,1431.0,8633.0,0.758
2021-03-16,Guam,67081.0,87860.0,37235.0,17.67,40.47,29293.0,22.46,53.0,474.0,1241.0,7486.0,0.763
2021-03-17,Guam,68451.0,87860.0,38212.0,17.9,41.29,29677.0,23.05,53.0,1370.0,1153.0,6956.0,0.779
2021-03-18,Guam,70056.0,87860.0,39483.0,18.1,42.26,30003.0,23.82,53.0,1605.0,1142.0,6889.0,0.797
2021-03-19,Guam,71940.0,87860.0,40907.0,18.32,43.4,30371.0,24.68,53.0,1884.0,1178.0,7106.0,0.819
2021-01-12,Hawaii,33483.0,141750.0,,,2.36,,,10.01,,,,0.236
2021-01-13,Hawaii,36605.0,154150.0,,,2.59,,,10.89,3122.0,3122.0,2205.0,0.237
2021-01-14,Hawaii,47985.0,154150.0,,,3.39,,,10.89,11380.0,7251.0,5121.0,0.311
2021-01-15,Hawaii,46958.0,154150.0,39690.0,0.51,3.32,7268.0,2.8,10.89,-1027.0,4492.0,3173.0,0.305
2021-01-16,Hawaii,,,,,,,,,4249.0,4431.0,3130.0,
2021-01-17,Hawaii,,,,,,,,,4249.0,4395.0,3104.0,
2021-01-18,Hawaii,,,,,,,,,4249.0,4370.0,3086.0,
2021-01-19,Hawaii,63954.0,154150.0,52635.0,0.8,4.52,11319.0,3.72,10.89,4249.0,4353.0,3074.0,0.415
2021-01-20,Hawaii,71944.0,154150.0,58111.0,0.98,5.08,13833.0,4.1,10.89,7990.0,5048.0,3565.0,0.467
2021-01-21,Hawaii,79414.0,189675.0,63282.0,1.14,5.61,16132.0,4.47,13.4,7470.0,4490.0,3171.0,0.419
2021-01-22,Hawaii,84793.0,191375.0,67991.0,1.19,5.99,16802.0,4.8,13.52,5379.0,5405.0,3817.0,0.443
2021-01-23,Hawaii,84792.0,191575.0,67990.0,1.19,5.99,16802.0,4.8,13.53,-1.0,4798.0,3389.0,0.443
2021-01-24,Hawaii,84792.0,191575.0,67990.0,1.19,5.99,16802.0,4.8,13.53,0.0,4191.0,2960.0,0.443
2021-01-25,Hawaii,92092.0,191575.0,74296.0,1.26,6.5,17795.0,5.25,13.53,7300.0,4627.0,3268.0,0.481
2021-01-26,Hawaii,93760.0,210425.0,75820.0,1.27,6.62,17939.0,5.36,14.86,1668.0,4258.0,3007.0,0.446
2021-01-27,Hawaii,97692.0,217425.0,79147.0,1.31,6.9,18544.0,5.59,15.36,3932.0,3678.0,2598.0,0.449
2021-01-28,Hawaii,103944.0,226700.0,84139.0,1.4,7.34,19804.0,5.94,16.01,6252.0,3504.0,2475.0,0.459
2021-01-29,Hawaii,111165.0,226800.0,89428.0,1.54,7.85,21736.0,6.32,16.02,7221.0,3767.0,2661.0,0.49
2021-01-30,Hawaii,120502.0,227400.0,96743.0,1.68,8.51,23758.0,6.83,16.06,9337.0,5101.0,3603.0,0.53
2021-01-31,Hawaii,129267.0,227400.0,103398.0,1.83,9.13,25868.0,7.3,16.06,8765.0,6354.0,4488.0,0.568
2021-02-01,Hawaii,135836.0,227400.0,108745.0,1.91,9.59,27090.0,7.68,16.06,6569.0,6249.0,4414.0,0.597
2021-02-02,Hawaii,137914.0,246550.0,110757.0,1.92,9.74,27156.0,7.82,17.41,2078.0,6308.0,4455.0,0.559
2021-02-03,Hawaii,143686.0,253150.0,115440.0,1.99,10.15,28245.0,8.15,17.88,5772.0,6571.0,4641.0,0.568
2021-02-04,Hawaii,151107.0,262900.0,120533.0,2.16,10.67,30573.0,8.51,18.57,7421.0,6738.0,4759.0,0.575
2021-02-05,Hawaii,169713.0,262900.0,126683.0,2.38,11.99,33726.0,8.95,18.57,18606.0,8364.0,5907.0,0.646
2021-02-06,Hawaii,179059.0,263000.0,132701.0,2.62,12.65,37054.0,9.37,18.58,9346.0,8365.0,5908.0,0.681
2021-02-07,Hawaii,187048.0,263000.0,137230.0,2.86,13.21,40514.0,9.69,18.58,7989.0,8254.0,5830.0,0.711
2021-02-08,Hawaii,194035.0,263000.0,142259.0,3.0,13.7,42472.0,10.05,18.58,6987.0,8314.0,5872.0,0.738
2021-02-09,Hawaii,194035.0,285950.0,142259.0,3.0,13.7,42472.0,10.05,20.2,0.0,8017.0,5662.0,0.679
2021-02-10,Hawaii,194035.0,296250.0,142259.0,3.0,13.7,42472.0,10.05,20.92,0.0,7193.0,5080.0,0.655
2021-02-11,Hawaii,200618.0,308300.0,150648.0,3.53,14.17,49969.0,10.64,21.77,6583.0,7073.0,4996.0,0.651
2021-02-12,Hawaii,208807.0,310200.0,154828.0,3.81,14.75,53976.0,10.94,21.91,8189.0,5585.0,3945.0,0.673
2021-02-13,Hawaii,217780.0,310400.0,159583.0,4.11,15.38,58194.0,11.27,21.92,8973.0,5532.0,3907.0,0.702
2021-02-14,Hawaii,225188.0,310600.0,162945.0,4.4,15.9,62239.0,11.51,21.94,7408.0,5449.0,3849.0,0.725
2021-02-15,Hawaii,,,,,,,,,5992.0,5306.0,3748.0,
2021-02-16,Hawaii,237172.0,311200.0,168479.0,4.85,16.75,68688.0,11.9,21.98,5992.0,6162.0,4352.0,0.762
2021-02-17,Hawaii,240715.0,320950.0,170911.0,4.93,17.0,69799.0,12.07,22.67,3543.0,6669.0,4710.0,0.75
2021-02-18,Hawaii,247392.0,320950.0,174151.0,5.17,17.47,73236.0,12.3,22.67,6677.0,6682.0,4719.0,0.771
2021-02-19,Hawaii,301369.0,397750.0,210213.0,6.42,21.29,90892.0,14.85,28.09,53977.0,13223.0,9339.0,0.758
2021-02-20,Hawaii,312730.0,397750.0,215488.0,6.85,22.09,96971.0,15.22,28.09,11361.0,13564.0,9580.0,0.786
2021-02-21,Hawaii,322966.0,397750.0,219881.0,7.26,22.81,102818.0,15.53,28.09,10236.0,13968.0,9865.0,0.812
2021-02-22,Hawaii,331321.0,397750.0,225335.0,7.62,23.4,107829.0,15.91,28.09,8355.0,14306.0,10104.0,0.833
2021-02-23,Hawaii,333599.0,449460.0,226376.0,7.71,23.56,109100.0,15.99,31.74,2278.0,13775.0,9729.0,0.742
2021-02-24,Hawaii,339771.0,459350.0,228596.0,7.99,24.0,113081.0,16.15,32.44,6172.0,14151.0,9995.0,0.74
2021-02-25,Hawaii,348897.0,477450.0,233205.0,8.31,24.64,117638.0,16.47,33.72,9126.0,14501.0,10242.0,0.731
2021-02-26,Hawaii,359108.0,494020.0,237956.0,8.7,25.36,123174.0,16.81,34.89,10211.0,8248.0,5825.0,0.727
2021-02-27,Hawaii,370746.0,497760.0,243013.0,9.17,26.18,129821.0,17.16,35.16,11638.0,8288.0,5854.0,0.745
2021-02-28,Hawaii,382798.0,497760.0,248020.0,9.67,27.04,136943.0,17.52,35.16,12052.0,8547.0,6037.0,0.769
2021-03-01,Hawaii,389644.0,497760.0,250646.0,9.98,27.52,141240.0,17.7,35.16,6846.0,8332.0,5885.0,0.783
2021-03-02,Hawaii,392771.0,536520.0,251442.0,10.15,27.74,143658.0,17.76,37.89,3127.0,8453.0,5970.0,0.732
2021-03-03,Hawaii,399195.0,557040.0,253718.0,10.44,28.19,147853.0,17.92,39.34,6424.0,8489.0,5996.0,0.717
2021-03-04,Hawaii,411264.0,571340.0,259210.0,10.91,29.05,154495.0,18.31,40.35,12069.0,8910.0,6293.0,0.72
2021-03-05,Hawaii,421996.0,591220.0,264868.0,11.28,29.8,159646.0,18.71,41.76,10732.0,8984.0,6345.0,0.714
2021-03-06,Hawaii,434343.0,598100.0,271432.0,11.69,30.68,165543.0,19.17,42.24,12347.0,9085.0,6417.0,0.726
2021-03-07,Hawaii,436036.0,598100.0,272100.0,11.77,30.8,166634.0,19.22,42.24,1693.0,7605.0,5371.0,0.729
2021-03-08,Hawaii,452988.0,598100.0,280866.0,12.35,31.99,174927.0,19.84,42.24,16952.0,9049.0,6391.0,0.757
2021-03-09,Hawaii,464100.0,632120.0,287071.0,12.71,32.78,179965.0,20.28,44.65,11112.0,10190.0,7197.0,0.734
2021-03-10,Hawaii,475859.0,647520.0,294934.0,13.04,33.61,184608.0,20.83,45.73,11759.0,10952.0,7735.0,0.735
2021-03-11,Hawaii,489283.0,667030.0,304606.0,13.33,34.56,188723.0,21.51,47.11,13424.0,11146.0,7872.0,0.734
2021-03-12,Hawaii,503482.0,676520.0,314009.0,13.68,35.56,193632.0,22.18,47.78,14199.0,11641.0,8222.0,0.744
2021-03-13,Hawaii,517061.0,681200.0,322222.0,14.06,36.52,199012.0,22.76,48.11,13579.0,11817.0,8346.0,0.759
2021-03-14,Hawaii,528035.0,681200.0,329359.0,14.34,37.29,202968.0,23.26,48.11,10974.0,13143.0,9283.0,0.775
2021-03-15,Hawaii,538235.0,681200.0,333759.0,14.69,38.01,208017.0,23.57,48.11,10200.0,12178.0,8601.0,0.79
2021-03-16,Hawaii,546123.0,718390.0,339603.0,14.91,38.57,211174.0,23.99,50.74,7888.0,11718.0,8276.0,0.76
2021-03-17,Hawaii,559118.0,735390.0,349281.0,15.25,39.49,215871.0,24.67,51.94,12995.0,11894.0,8400.0,0.76
2021-03-18,Hawaii,572716.0,755470.0,359319.0,15.51,40.45,219607.0,25.38,53.36,13598.0,11919.0,8418.0,0.758
2021-03-19,Hawaii,587465.0,766430.0,369835.0,15.83,41.49,224113.0,26.12,54.13,14749.0,11998.0,8474.0,0.766
2021-01-12,Idaho,35845.0,146750.0,31504.0,0.24,2.01,4308.0,1.76,8.21,,,,0.244
2021-01-13,Idaho,38872.0,158125.0,33176.0,0.32,2.18,5653.0,1.86,8.85,3027.0,3027.0,1694.0,0.246
2021-01-14,Idaho,42586.0,160075.0,35179.0,,2.38,,1.97,8.96,3714.0,3370.0,1886.0,0.266
2021-01-15,Idaho,46636.0,160075.0,37646.0,0.49,2.61,8843.0,2.11,8.96,4050.0,3597.0,2013.0,0.291
2021-01-16,Idaho,,,,,,,,,4334.75,3781.0,2116.0,
2021-01-17,Idaho,,,,,,,,,4334.75,3892.0,2178.0,
2021-01-18,Idaho,,,,,,,,,4334.75,3966.0,2219.0,
2021-01-19,Idaho,63975.0,160075.0,53609.0,0.57,3.58,10165.0,3.0,8.96,4334.75,4019.0,2249.0,0.4
2021-01-20,Idaho,69267.0,166850.0,58328.0,0.6,3.88,10738.0,3.26,9.34,5292.0,4342.0,2430.0,0.415
2021-01-21,Idaho,73372.0,178175.0,61118.0,0.66,4.11,11760.0,3.42,9.97,4105.0,4398.0,2461.0,0.412
