Country,Year,activities_improve_health,activities_improve_health__num_responses,avoided_crowded_areas,avoided_crowded_areas__num_responses,avoided_going_out,avoided_going_out__num_responses,avoided_guests_at_home,avoided_guests_at_home__num_responses,avoided_healthcare_settings,avoided_healthcare_settings__num_responses,avoided_large_gatherings,avoided_large_gatherings__num_responses,avoided_medium_gatherings,avoided_medium_gatherings__num_responses,avoided_objects_public,avoided_objects_public__num_responses,avoided_people_with_symptoms,avoided_people_with_symptoms__num_responses,avoided_public_events,avoided_public_events__num_responses,avoided_public_transport,avoided_public_transport__num_responses,avoided_shops,avoided_shops__num_responses,avoided_small_gatherings,avoided_small_gatherings__num_responses,avoided_working_outside_home,avoided_working_outside_home__num_responses,children_avoided_school,children_avoided_school__num_responses,cleaned_surfaces_home,cleaned_surfaces_home__num_responses,covered_mouth_sneeze,covered_mouth_sneeze__num_responses,covid_dangerous_to_me,covid_dangerous_to_me__num_responses,covid_vaccine_important_health,covid_vaccine_important_health__num_responses,covid_vaccine_will_prevent_transmission,covid_vaccine_will_prevent_transmission__num_responses,covid_vaccine_will_protect_health,covid_vaccine_will_protect_health__num_responses,difficult_to_isolate,difficult_to_isolate__num_responses,eaten_separately,eaten_separately__num_responses,government_responded_well,government_responded_well__num_responses,govt_will_provide_effective_covid_vaccine,govt_will_provide_effective_covid_vaccine__num_responses,hand_sanitiser,hand_sanitiser__num_responses,handwashing_yesterday,handwashing_yesterday__num_responses,happier_two_weeks_ago,happier_two_weeks_ago__num_responses,household_members_contact,household_members_contact__num_responses,life_greatly_affected,life_greatly_affected__num_responses,likely_get_covid_future,likely_get_covid_future__num_responses,mask_at_home,mask_at_home__num_responses,mask_at_work,mask_at_work__num_responses,mask_clothing_store,mask_clothing_store__num_responses,mask_grocery_store,mask_grocery_store__num_responses,mask_not_possible,mask_not_possible__num_responses,mask_outside_home,mask_outside_home__num_responses,mask_protect_me,mask_protect_me__num_responses,mask_protect_others,mask_protect_others__num_responses,mask_public_transport,mask_public_transport__num_responses,people_contact_outside_household,people_contact_outside_household__num_responses,scared_contracting_covid,scared_contracting_covid__num_responses,slept_separate_bedrooms,slept_separate_bedrooms__num_responses,times_left_home_yesterday,times_left_home_yesterday__num_responses,trust_covid_vaccines,trust_covid_vaccines__num_responses,washed_hands,washed_hands__num_responses,willingness_covid_vaccinate_this_week,willingness_covid_vaccinate_this_week__num_responses,willingness_isolate_if_advised,willingness_isolate_if_advised__num_responses,willingness_isolate_if_symptoms,willingness_isolate_if_symptoms__num_responses,worried_covid_vaccine_side_effects,worried_covid_vaccine_side_effects__num_responses
Finland,284,80.9,2494.0,68.6,2494.0,21.9,2494.0,51.4,2494.0,41.6,2494.0,67.5,2494.0,51.9,2494.0,62.5,2494.0,69.6,2494.0,69.3,2494.0,61.8,2494.0,21.0,2494.0,34.4,2494.0,26.2,1259.0,5.5,511.0,28.8,2494.0,89.4,2494.0,36.6,2494.0,,,,,,,15.0,2440.0,21.9,2494.0,70.1,2337.0,,,78.7,2494.0,10.5,2494.0,,,2.4,2494.0,47.8,2494.0,24.6,2494.0,1.3,2494.0,29.3,1259.0,27.1,2494.0,35.5,2494.0,18.3,2494.0,41.7,2494.0,36.7,2494.0,66.3,2494.0,37.0,2494.0,26.8,2494.0,,,10.9,2494.0,1.8,2494.0,,,92.0,2494.0,,,71.8,2426.0,85.6,2107.0,,
Finland,314,80.5,1512.0,70.2,1512.0,22.6,1512.0,54.6,1512.0,40.6,1512.0,68.8,1512.0,54.5,1512.0,63.9,1512.0,72.0,1512.0,69.8,1512.0,61.8,1512.0,20.6,1512.0,36.3,1512.0,25.2,761.0,,,33.4,1512.0,88.6,1512.0,39.9,1512.0,,,21.2,1001.0,25.6,1001.0,13.6,1482.0,23.7,1512.0,73.4,1432.0,47.3,1001.0,78.9,1512.0,9.8,1512.0,,,2.8,1512.0,46.7,1512.0,21.8,1512.0,2.2,1512.0,38.0,761.0,40.1,1512.0,51.5,1512.0,16.4,1512.0,55.4,1512.0,42.2,1512.0,70.5,1512.0,43.8,1512.0,27.4,1512.0,,,12.9,1512.0,1.8,1512.0,,,90.8,1512.0,36.7,1001.0,69.5,1476.0,83.5,1288.0,57.2,1001.0
Finland,345,81.1,1000.0,75.4,1000.0,28.9,1000.0,65.7,1000.0,51.9,1000.0,81.4,1000.0,68.7,1000.0,66.8,1000.0,76.9,1000.0,79.8,1000.0,68.9,1000.0,25.6,1000.0,48.9,1000.0,,,,,32.8,1000.0,90.3,1000.0,38.2,1000.0,,,25.7,1000.0,30.5,1000.0,14.5,988.0,26.1,1000.0,73.6,942.0,52.8,1000.0,78.9,1000.0,9.7,1000.0,,,2.2,1000.0,52.9,1000.0,18.6,1000.0,1.6,1000.0,,,67.2,1000.0,78.6,1000.0,16.4,1000.0,78.6,1000.0,42.2,1000.0,70.7,1000.0,66.5,1000.0,21.6,1000.0,,,12.9,1000.0,1.6,1000.0,,,91.3,1000.0,44.5,1000.0,78.5,988.0,84.5,869.0,48.1,1000.0
Finland,376,81.9,2013.0,79.9,2013.0,34.4,2013.0,67.3,2013.0,56.4,2013.0,82.2,2013.0,69.5,2013.0,,,80.9,2013.0,81.5,2013.0,72.5,2013.0,31.8,2013.0,54.1,2013.0,37.5,961.0,,,,,92.3,2013.0,38.8,2013.0,68.8,1007.0,,,,,12.3,1989.0,,,70.4,1895.0,55.4,2013.0,80.5,2013.0,9.3,2013.0,,,2.1,2013.0,50.8,2013.0,17.4,2013.0,,,59.3,961.0,71.3,2013.0,80.5,2013.0,15.0,2013.0,77.1,2013.0,43.3,2013.0,69.8,2013.0,67.7,2013.0,15.8,2013.0,,,,,1.5,2013.0,68.7,2013.0,92.3,2013.0,57.7,2013.0,78.8,1991.0,85.2,1754.0,45.6,2013.0
France,100,,,91.1,4122.0,86.3,4125.0,92.0,4113.0,83.7,4121.0,93.7,4131.0,92.1,4128.0,80.7,4119.0,86.2,4113.0,,,90.2,4112.0,75.9,4116.0,88.0,4122.0,70.1,2062.0,83.8,1918.0,61.8,4129.0,83.2,4114.0,,,,,,,,,18.1,4087.0,36.8,4117.0,,,,,62.6,4126.0,11.4,4144.0,12.6,1044.0,2.2,4145.0,,,,,,,,,,,,,,,39.5,4121.0,,,,,,,8.7,4126.0,60.8,1070.0,28.5,4103.0,0.7,4146.0,,,95.8,4119.0,,,88.4,4078.0,85.0,3912.0,,
France,131,,,87.9,3879.0,76.4,3879.0,84.4,3879.0,75.9,3879.0,91.1,3879.0,84.7,3879.0,77.8,3879.0,83.8,3879.0,,,87.5,3879.0,68.2,3879.0,77.2,3879.0,59.6,1982.0,73.7,1837.0,58.6,3879.0,85.8,3879.0,,,,,,,,,18.4,3829.0,33.4,3879.0,40.6,928.0,,,72.0,3879.0,11.5,3879.0,26.4,3559.0,2.4,3879.0,,,,,,,,,,,,,,,66.7,3879.0,,,,,,,11.6,3879.0,58.7,3646.0,24.9,3879.0,1.0,3879.0,,,94.0,3879.0,,,83.2,3812.0,81.7,3616.0,,
France,161,73.1,1000.0,73.8,2020.0,45.4,2020.0,55.1,2020.0,59.6,2020.0,78.8,2020.0,58.8,2020.0,70.0,2020.0,73.1,2020.0,,,74.0,2020.0,47.5,2020.0,46.1,2020.0,34.2,1053.0,46.8,975.0,53.8,2020.0,87.0,2020.0,39.3,1000.0,,,,,,,21.0,1986.0,23.9,2020.0,46.1,1885.0,,,78.7,2020.0,11.8,2020.0,33.7,1869.0,3.3,2020.0,34.0,1000.0,22.7,1000.0,3.0,1000.0,64.4,534.0,76.2,1000.0,74.5,1000.0,21.1,1000.0,80.5,2020.0,62.0,1000.0,78.1,1000.0,75.9,1000.0,20.2,2019.0,50.9,1895.0,15.4,2020.0,1.6,2020.0,,,93.8,2020.0,,,81.6,1975.0,78.0,1839.0,,
France,192,71.4,2794.0,72.0,2794.0,38.8,2794.0,45.6,2794.0,54.7,2794.0,74.7,2794.0,54.9,2794.0,65.5,2794.0,71.7,2794.0,,,67.3,2794.0,40.7,2794.0,41.4,2794.0,27.5,1431.0,38.8,1349.0,53.6,2794.0,87.8,2794.0,45.4,2794.0,,,,,,,22.0,2732.0,21.3,2794.0,43.3,2583.0,,,81.4,2794.0,10.6,2794.0,21.4,2557.0,3.5,2794.0,35.2,2794.0,25.7,2794.0,3.0,2794.0,68.7,1431.0,84.6,2794.0,85.4,2794.0,18.5,2794.0,86.5,2794.0,64.3,2794.0,78.8,2794.0,84.0,2794.0,21.9,2794.0,54.7,2604.0,15.3,2794.0,1.6,2794.0,,,93.6,2794.0,,,82.1,2721.0,79.3,2493.0,,
France,223,70.5,2130.0,69.2,2130.0,38.1,2130.0,41.7,2130.0,53.0,2130.0,71.1,2130.0,53.5,2130.0,64.3,2130.0,72.3,2130.0,,,68.3,2130.0,39.5,2130.0,40.1,2130.0,26.2,1016.0,34.2,1011.0,53.0,2130.0,87.9,2130.0,46.1,2130.0,,,,,,,22.2,2078.0,18.2,2130.0,39.9,1970.0,,,82.4,2130.0,10.8,2130.0,16.2,1908.0,4.7,2130.0,34.6,2130.0,25.7,2130.0,3.6,2130.0,71.9,1016.0,93.2,2130.0,96.1,2130.0,18.3,2130.0,91.5,2130.0,64.2,2130.0,76.4,2130.0,88.1,2130.0,21.2,2130.0,54.1,1974.0,14.8,2130.0,1.7,2130.0,,,93.4,2130.0,,,81.1,2086.0,78.0,1878.0,,
France,253,73.7,2008.0,69.4,2008.0,36.0,2008.0,41.6,2008.0,50.5,2008.0,70.4,2008.0,52.6,2008.0,63.1,2008.0,70.8,2008.0,65.9,2008.0,63.3,2008.0,36.3,2008.0,39.5,2008.0,26.1,960.0,15.8,949.0,51.4,2008.0,88.2,2008.0,41.4,2008.0,,,,,,,22.5,981.0,19.2,2008.0,36.7,1843.0,,,82.5,2008.0,12.2,2008.0,,,2.7,2008.0,35.9,2008.0,29.0,2008.0,3.4,2008.0,83.0,960.0,92.5,2008.0,96.9,2008.0,20.6,2008.0,92.8,2008.0,58.9,2008.0,72.1,2008.0,87.2,2008.0,21.6,2008.0,53.1,1845.0,13.8,2008.0,1.9,2008.0,,,93.6,2008.0,,,78.4,972.0,75.1,885.0,,
France,284,72.8,3051.0,72.3,3051.0,44.9,3051.0,55.4,3051.0,58.7,3051.0,77.6,3051.0,62.4,3051.0,65.5,3051.0,77.0,3051.0,71.6,3051.0,67.0,3051.0,40.4,3051.0,48.1,3051.0,28.9,1494.0,19.1,1447.0,54.9,3051.0,91.1,3051.0,43.5,3051.0,,,,,,,19.6,2990.0,24.0,3051.0,34.9,2756.0,,,83.9,3051.0,10.8,3051.0,,,3.0,3051.0,40.8,3051.0,29.5,3051.0,4.5,3051.0,86.4,1494.0,94.4,3051.0,96.7,3051.0,20.2,3051.0,94.3,3051.0,63.4,3051.0,76.3,3051.0,91.3,3051.0,17.1,3051.0,,,18.1,3051.0,1.5,3051.0,,,93.9,3051.0,,,78.5,2970.0,80.2,2716.0,,
France,314,73.9,1008.0,86.3,1008.0,73.1,1008.0,83.2,1008.0,69.3,1008.0,91.2,1008.0,84.5,1008.0,73.1,1008.0,84.8,1008.0,85.4,1008.0,80.4,1008.0,61.5,1008.0,74.7,1008.0,40.4,510.0,,,54.4,1008.0,92.2,1008.0,44.3,1008.0,,,26.6,1000.0,30.1,1000.0,19.9,989.0,32.7,1008.0,33.4,912.0,36.0,1000.0,79.2,1008.0,10.4,1008.0,,,3.1,1008.0,45.5,1008.0,28.7,1008.0,5.7,1008.0,89.2,510.0,90.7,1008.0,96.5,1008.0,17.3,1008.0,95.6,1008.0,63.2,1008.0,76.5,1008.0,88.6,1008.0,10.9,1008.0,,,23.2,1008.0,1.1,1008.0,,,94.7,1008.0,24.7,1000.0,81.9,979.0,81.9,913.0,66.5,1000.0
France,345,71.6,1000.0,79.4,1000.0,62.1,1000.0,72.8,1000.0,64.3,1000.0,88.0,1000.0,80.2,1000.0,67.2,1000.0,83.6,1000.0,81.5,1000.0,75.0,1000.0,49.6,1000.0,69.0,1000.0,,,,,57.5,1000.0,91.6,1000.0,44.7,1000.0,,,23.2,1000.0,28.6,1000.0,21.1,978.0,30.1,1000.0,34.7,931.0,34.6,1000.0,84.0,1000.0,10.5,1000.0,,,2.4,1000.0,42.7,1000.0,26.5,1000.0,4.2,1000.0,,,95.0,1000.0,97.1,1000.0,19.5,1000.0,95.4,1000.0,61.4,1000.0,73.3,1000.0,90.9,1000.0,13.2,1000.0,,,19.7,1000.0,1.4,1000.0,,,94.0,1000.0,19.9,1000.0,78.6,974.0,78.5,929.0,67.3,1000.0
France,376,76.1,2990.0,81.5,2990.0,64.1,2990.0,71.7,2990.0,70.8,2990.0,88.0,2990.0,78.0,2990.0,,,87.0,2990.0,83.5,2990.0,77.3,2990.0,54.2,2990.0,67.8,2990.0,40.6,1477.0,26.6,1452.0,,,92.3,2990.0,42.1,2990.0,57.7,1035.0,,,,,20.0,2930.0,,,31.1,2743.0,39.9,2990.0,83.2,2990.0,9.6,2990.0,,,3.2,2990.0,45.2,2990.0,27.9,2990.0,,,88.8,1477.0,94.6,2990.0,96.8,2990.0,20.2,2990.0,94.8,2990.0,63.7,2990.0,75.4,2990.0,92.8,2990.0,14.1,2990.0,,,,,1.4,2990.0,50.2,2990.0,94.7,2990.0,35.6,2990.0,79.1,2916.0,80.3,2758.0,58.6,2990.0
France,404,74.9,2079.0,79.1,2079.0,59.9,2079.0,68.5,2079.0,69.8,2079.0,86.2,2079.0,76.3,2079.0,,,85.9,2079.0,82.3,2079.0,74.3,2079.0,52.4,2079.0,64.0,2079.0,39.5,976.0,26.3,974.0,,,91.8,2079.0,38.3,2079.0,,,,,,,19.6,2028.0,,,33.3,1908.0,36.6,2079.0,83.0,2079.0,10.1,2079.0,,,2.6,2079.0,48.0,2079.0,25.9,2079.0,,,88.3,976.0,94.4,2079.0,97.2,2079.0,,,95.0,2079.0,,,,,92.4,2079.0,16.5,2079.0,,,,,1.5,2079.0,51.0,2079.0,93.3,2079.0,40.7,2036.0,77.9,2018.0,79.9,1889.0,57.9,2079.0
France,435,75.6,2042.0,79.5,2042.0,57.3,2042.0,70.1,2042.0,71.1,2042.0,85.0,2042.0,75.7,2042.0,,,86.6,2042.0,82.5,2042.0,74.4,2042.0,50.9,2042.0,65.2,2042.0,38.8,969.0,27.9,933.0,,,89.3,2042.0,35.3,2042.0,,,,,,,17.3,1987.0,,,27.4,1884.0,35.3,2042.0,82.5,2042.0,9.4,2042.0,,,2.6,2042.0,44.8,2042.0,23.5,2042.0,,,86.5,969.0,92.9,2042.0,95.4,2042.0,,,93.4,2042.0,,,,,90.6,2042.0,15.0,2042.0,,,,,1.5,2042.0,52.9,2042.0,91.8,2042.0,40.1,1794.0,78.8,1990.0,79.7,1850.0,55.7,2042.0
Germany,100,,,79.8,4155.0,52.1,4155.0,76.8,4155.0,74.8,4155.0,82.2,4155.0,81.1,4155.0,67.4,4155.0,73.0,4155.0,,,74.2,4155.0,37.6,4155.0,77.8,4155.0,47.2,2228.0,67.4,959.0,50.0,4155.0,81.3,4155.0,,,,,,,,,20.7,3904.0,35.3,4155.0,,,,,56.3,4155.0,11.6,4155.0,11.6,1074.0,1.9,4155.0,,,,,,,,,,,,,,,28.6,4155.0,,,,,,,7.7,4155.0,39.4,1062.0,23.6,4155.0,1.7,4154.0,,,90.9,4155.0,,,84.8,3927.0,77.7,3680.0,,
Germany,131,,,77.1,3886.0,44.1,3886.0,68.4,3886.0,70.7,3886.0,79.1,3886.0,76.0,3886.0,63.8,3886.0,69.8,3886.0,,,71.3,3886.0,34.4,3886.0,71.2,3886.0,40.8,2062.0,50.0,860.0,46.6,3886.0,82.2,3886.0,,,,,,,,,22.1,3642.0,32.0,3886.0,73.4,928.0,,,56.3,3886.0,10.9,3886.0,13.9,3660.0,1.8,3886.0,,,,,,,,,,,,,,,80.6,3886.0,,,,,,,7.5,3886.0,35.9,3587.0,20.4,3886.0,2.0,3886.0,,,88.8,3886.0,,,79.4,3646.0,72.0,3380.0,,
Germany,161,73.6,1000.0,72.8,1977.0,36.3,1973.0,55.0,1976.0,64.9,1973.0,74.2,1975.0,66.1,1977.0,59.3,1977.0,65.4,1971.0,,,62.8,1971.0,27.0,1983.0,59.1,1975.0,32.9,1021.0,,,46.5,1975.0,83.6,1982.0,30.0,1000.0,,,,,,,24.7,1849.0,27.3,1983.0,72.5,1866.0,,,61.7,1984.0,10.1,1974.0,17.0,1896.0,2.8,1987.0,40.9,1000.0,11.8,1000.0,4.6,1000.0,44.0,518.0,80.9,1000.0,91.3,1000.0,11.0,1000.0,82.7,1979.0,30.0,1000.0,60.8,1000.0,74.7,1000.0,8.6,1974.0,34.9,1844.0,17.0,1975.0,2.1,1979.0,,,89.1,1973.0,,,76.6,1864.0,69.9,1709.0,,
Germany,192,75.7,2018.0,71.6,2018.0,29.8,2018.0,45.0,2018.0,60.8,2018.0,70.7,2018.0,58.5,2018.0,57.1,2018.0,65.2,2018.0,,,61.7,2018.0,23.1,2018.0,51.7,2018.0,25.8,1111.0,,,47.1,2018.0,85.7,2018.0,34.3,2018.0,,,,,,,24.2,1875.0,24.2,2018.0,73.6,1903.0,,,62.1,2018.0,9.3,2018.0,15.8,1919.0,2.1,2018.0,38.0,2018.0,11.0,2018.0,3.9,2018.0,42.6,1111.0,83.1,2018.0,91.0,2018.0,10.5,2018.0,83.9,2018.0,37.1,2018.0,61.9,2018.0,77.0,2018.0,12.3,2018.0,37.1,1901.0,15.0,2018.0,2.7,2018.0,,,89.5,2018.0,,,79.1,1900.0,70.8,1710.0,,
Germany,223,76.3,2015.0,70.9,2015.0,30.4,2015.0,47.2,2015.0,60.9,2015.0,68.0,2015.0,58.2,2015.0,59.3,2015.0,67.5,2015.0,,,60.6,2015.0,24.3,2015.0,49.8,2015.0,28.4,1071.0,,,48.4,2015.0,84.4,2015.0,36.0,2015.0,,,,,,,25.8,1865.0,24.8,2015.0,67.7,1891.0,,,62.2,2015.0,9.1,2015.0,12.6,1894.0,3.1,2015.0,40.0,2015.0,13.2,2015.0,4.6,2015.0,40.6,1071.0,82.9,2015.0,90.3,2015.0,11.7,2015.0,83.6,2015.0,38.7,2015.0,62.2,2015.0,78.7,2015.0,11.6,2015.0,39.3,1879.0,16.0,2015.0,2.4,2015.0,,,88.5,2015.0,,,76.7,1883.0,71.0,1727.0,,
Germany,253,75.7,2021.0,68.3,2021.0,30.1,2021.0,42.1,2021.0,58.1,2021.0,64.9,2021.0,53.5,2021.0,56.9,2021.0,63.9,2021.0,70.2,2021.0,59.2,2021.0,20.8,2021.0,46.9,2021.0,26.0,1068.0,,,47.0,2021.0,85.1,2021.0,34.7,2021.0,,,,,,,22.8,914.0,23.9,2021.0,69.4,1882.0,,,61.7,2021.0,9.7,2021.0,,,3.0,2021.0,37.9,2021.0,13.1,2021.0,4.9,2021.0,40.7,1068.0,81.3,2021.0,89.0,2021.0,12.1,2021.0,83.3,2021.0,41.5,2021.0,60.7,2021.0,77.2,2021.0,12.0,2021.0,38.8,1855.0,15.7,2021.0,2.6,2021.0,,,87.5,2021.0,,,74.0,928.0,68.5,878.0,,
Germany,284,79.4,2708.0,77.3,2708.0,32.0,2708.0,51.8,2708.0,66.0,2708.0,77.7,2708.0,67.1,2708.0,61.7,2708.0,74.0,2708.0,79.0,2708.0,64.5,2708.0,19.3,2708.0,57.1,2708.0,26.6,1490.0,14.4,617.0,50.5,2708.0,88.8,2708.0,38.8,2708.0,,,,,,,23.6,2551.0,25.1,2708.0,65.7,2527.0,,,66.5,2708.0,9.7,2708.0,,,2.7,2708.0,41.4,2708.0,14.3,2708.0,4.3,2708.0,51.2,1490.0,85.3,2708.0,91.5,2708.0,9.5,2708.0,86.3,2708.0,41.7,2708.0,64.1,2708.0,79.9,2708.0,17.8,2708.0,,,16.7,2708.0,1.9,2708.0,,,90.2,2708.0,,,73.9,2514.0,76.8,2248.0,,
Germany,314,79.2,1367.0,78.5,1367.0,38.6,1367.0,63.6,1367.0,73.2,1367.0,81.6,1367.0,77.8,1367.0,65.1,1367.0,78.6,1367.0,82.2,1367.0,69.5,1367.0,23.4,1367.0,69.9,1367.0,32.9,733.0,,,50.0,1367.0,86.1,1367.0,41.4,1367.0,,,33.7,1000.0,37.2,1000.0,24.2,1292.0,30.2,1367.0,63.8,1290.0,56.1,1000.0,65.5,1367.0,9.7,1367.0,,,1.9,1367.0,45.9,1367.0,16.6,1367.0,5.0,1367.0,61.1,733.0,85.2,1367.0,91.5,1367.0,10.5,1367.0,86.2,1367.0,42.5,1367.0,63.6,1367.0,79.2,1367.0,10.6,1367.0,,,19.4,1367.0,1.7,1367.0,,,88.5,1367.0,39.9,1000.0,74.3,1273.0,75.9,1181.0,51.9,1000.0
Germany,345,80.0,1041.0,85.9,1041.0,47.6,1041.0,70.7,1041.0,79.6,1041.0,87.2,1041.0,84.9,1041.0,71.1,1041.0,82.6,1041.0,87.8,1041.0,72.5,1041.0,25.6,1041.0,77.8,1041.0,39.5,552.0,,,54.6,1041.0,90.8,1041.0,43.5,1041.0,,,30.4,1041.0,39.2,1041.0,22.7,983.0,34.4,1041.0,57.5,973.0,56.9,1041.0,67.2,1041.0,9.3,1041.0,,,2.1,1041.0,48.4,1041.0,13.9,1041.0,4.5,1041.0,65.8,552.0,85.8,1041.0,92.7,1041.0,9.4,1041.0,90.0,1041.0,48.2,1041.0,65.3,1041.0,83.7,1041.0,9.2,1041.0,,,21.8,1041.0,1.4,1041.0,,,91.5,1041.0,41.0,1041.0,77.8,971.0,79.1,924.0,53.1,1041.0
Germany,376,80.6,2611.0,86.0,2611.0,54.3,2611.0,76.3,2611.0,81.9,2611.0,89.2,2611.0,85.5,2611.0,,,84.7,2611.0,89.3,2611.0,77.9,2611.0,34.4,2611.0,81.9,2611.0,45.6,1377.0,50.5,550.0,,,90.7,2611.0,42.8,2611.0,60.5,1059.0,,,,,22.0,2477.0,,,52.6,2455.0,54.9,2611.0,68.1,2611.0,8.6,2611.0,,,2.1,2611.0,52.0,2611.0,14.2,2611.0,,,67.3,1377.0,76.6,2611.0,91.9,2611.0,9.9,2611.0,87.7,2611.0,48.6,2611.0,63.1,2611.0,79.7,2611.0,7.1,2610.0,,,,,1.4,2611.0,54.2,2611.0,89.9,2611.0,52.0,2611.0,75.9,2443.0,80.1,2303.0,49.7,2611.0
Germany,404,80.3,2417.0,86.6,2417.0,48.6,2417.0,75.1,2417.0,79.9,2417.0,89.2,2417.0,86.1,2417.0,,,85.0,2417.0,90.2,2417.0,76.9,2417.0,33.1,2417.0,82.0,2417.0,42.0,1220.0,43.7,503.0,,,91.3,2417.0,41.4,2417.0,,,,,,,22.7,2326.0,,,49.6,2301.0,55.8,2417.0,67.6,2417.0,8.2,2417.0,,,1.7,2417.0,49.8,2417.0,13.6,2417.0,,,67.0,1220.0,71.9,2417.0,92.9,2417.0,,,87.8,2417.0,,,,,76.5,2417.0,8.1,2417.0,,,,,1.5,2417.0,58.9,2417.0,92.1,2417.0,59.4,2373.0,76.1,2288.0,79.7,2149.0,44.5,2417.0
Germany,435,80.4,2029.0,83.8,2029.0,46.5,2029.0,72.2,2029.0,79.3,2029.0,86.5,2029.0,82.9,2029.0,,,84.1,2029.0,87.5,2029.0,74.7,2029.0,30.2,2029.0,78.4,2029.0,38.5,1078.0,,,,,89.5,2029.0,42.2,2029.0,,,,,,,24.5,1931.0,,,32.6,1912.0,52.8,2029.0,68.0,2029.0,9.1,2029.0,,,2.6,2029.0,49.7,2029.0,13.7,2029.0,,,66.9,1078.0,77.3,2029.0,91.4,2029.0,,,87.0,2029.0,,,,,78.1,2029.0,8.1,2028.0,,,,,1.6,2029.0,57.8,2029.0,89.7,2029.0,58.3,1859.0,74.6,1902.0,79.2,1782.0,49.5,2029.0
Hong Kong,100,,,73.7,1592.0,65.8,1592.0,76.7,1592.0,76.6,1592.0,80.7,1592.0,73.1,1592.0,66.5,1592.0,82.2,1592.0,,,39.3,1592.0,45.7,1592.0,61.1,1592.0,38.3,1309.0,76.4,670.0,61.6,1592.0,88.1,1592.0,,,,,,,,,20.9,1561.0,32.7,1592.0,,,,,75.6,1592.0,7.7,1592.0,20.6,659.0,2.7,1592.0,,,,,,,,,,,,,,,92.0,1592.0,,,,,,,24.6,1592.0,70.0,639.0,38.4,1592.0,1.5,1592.0,,,86.7,1592.0,,,75.6,1568.0,72.7,1382.0,,
Hong Kong,131,,,65.7,1348.0,53.8,1348.0,68.8,1348.0,69.9,1348.0,73.5,1348.0,59.1,1348.0,61.4,1348.0,78.8,1348.0,,,33.5,1348.0,37.1,1348.0,46.5,1348.0,29.3,1101.0,,,59.0,1348.0,87.6,1348.0,,,,,,,,,23.0,1316.0,29.0,1348.0,,,,,72.9,1348.0,8.1,1348.0,20.1,1335.0,2.7,1348.0,,,,,,,,,,,,,,,91.4,1348.0,,,,,,,23.6,1348.0,65.3,1305.0,36.0,1348.0,1.6,1348.0,,,84.9,1348.0,,,68.3,1323.0,64.9,1145.0,,
Hong Kong,161,,,65.3,1096.0,47.3,1096.0,61.9,1096.0,67.6,1096.0,65.7,1096.0,50.2,1096.0,59.8,1096.0,77.4,1096.0,,,29.4,1096.0,34.1,1096.0,42.0,1096.0,21.6,888.0,,,59.0,1096.0,89.8,1096.0,,,,,,,,,20.2,1060.0,25.4,1096.0,,,,,71.4,1096.0,6.6,1096.0,19.6,1086.0,3.9,1096.0,,,,,,,,,,,,,,,92.4,1096.0,,,,,,,24.8,1096.0,58.3,1063.0,29.2,1096.0,1.8,1096.0,,,84.9,1096.0,,,69.5,1066.0,62.5,911.0,,
Hong Kong,192,73.4,1019.0,73.7,1019.0,61.3,1019.0,75.0,1019.0,77.1,1019.0,78.8,1019.0,67.6,1019.0,66.1,1019.0,85.7,1019.0,,,37.7,1019.0,46.9,1019.0,57.0,1019.0,30.7,820.0,,,63.2,1019.0,92.5,1019.0,62.8,1019.0,,,,,,,19.6,994.0,30.9,1019.0,,,,,76.7,1019.0,8.2,1019.0,11.7,1008.0,3.8,1019.0,61.2,1019.0,20.6,1019.0,10.5,1019.0,82.7,820.0,94.6,1019.0,94.9,1019.0,12.0,1019.0,97.1,1019.0,81.0,1019.0,83.5,1019.0,96.7,1019.0,23.4,1019.0,67.7,984.0,37.2,1019.0,1.7,1019.0,,,86.1,1019.0,,,69.4,998.0,71.5,871.0,,
Hong Kong,223,76.9,1022.0,77.1,1022.0,68.3,1022.0,78.1,1022.0,78.6,1022.0,83.8,1022.0,78.2,1022.0,69.2,1022.0,87.0,1022.0,,,42.0,1022.0,50.0,1022.0,66.7,1022.0,35.9,838.0,,,65.4,1022.0,92.6,1022.0,60.8,1022.0,,,,,,,24.7,996.0,32.3,1022.0,,,,,80.9,1022.0,8.6,1022.0,12.4,1010.0,2.7,1022.0,64.8,1022.0,20.5,1022.0,9.7,1022.0,88.7,838.0,95.3,1022.0,96.6,1022.0,8.9,1022.0,96.3,1022.0,85.5,1022.0,86.7,1022.0,96.4,1022.0,23.6,1022.0,65.8,995.0,36.2,1022.0,1.5,1022.0,,,87.9,1022.0,,,69.2,996.0,72.8,865.0,,
Hong Kong,253,77.6,965.0,72.7,965.0,58.8,965.0,72.1,965.0,74.7,965.0,78.0,965.0,70.2,965.0,66.2,965.0,84.4,965.0,75.5,965.0,35.3,965.0,41.6,965.0,59.3,965.0,29.7,780.0,,,62.6,965.0,91.4,965.0,54.0,965.0,,,,,,,,,27.8,965.0,,,,,78.9,965.0,8.3,965.0,,,2.9,965.0,61.3,965.0,17.7,965.0,9.5,965.0,86.4,780.0,94.7,965.0,94.9,965.0,9.4,965.0,95.5,965.0,82.1,965.0,82.1,965.0,96.1,965.0,26.5,965.0,60.3,936.0,33.7,965.0,1.7,965.0,,,86.7,965.0,,,,,,,,
