Country,Year,confirmed_cases,hospital_flow,hospital_stock,icu_flow,icu_stock,confirmed_deaths
Israel,508,0.3,,4.7,0.6,,0.7
Israel,509,0.3,,4.5,0.7,,0.7
Israel,510,0.3,,4.2,0.6,,1.0
Israel,511,0.3,,4.1,0.5,,1.0
Israel,512,0.2,,3.9,0.4,,1.0
Israel,513,0.2,,4.0,0.7,,0.7
Israel,514,0.2,,3.8,0.8,,0.7
Israel,515,0.2,,4.0,0.7,,0.5
Israel,516,0.2,,3.6,0.7,,0.7
Israel,517,0.2,,3.5,0.8,,0.5
Israel,518,0.2,,3.4,0.9,,0.2
Israel,519,0.2,,3.4,0.8,,0.5
Israel,520,0.2,,3.6,0.7,,0.5
Israel,521,0.2,,3.3,0.6,,0.5
Israel,522,0.2,,3.2,0.6,,0.5
Israel,523,0.2,,3.2,0.5,,0.2
Israel,524,0.2,,3.2,0.4,,0.2
Israel,525,0.2,,3.0,0.2,,0.2
Israel,526,0.2,,3.0,0.3,,0.0
Israel,527,0.2,,3.3,0.2,,0.0
Israel,528,0.2,,3.0,0.2,,0.2
Israel,529,0.2,,2.8,0.2,,0.2
Israel,530,0.2,,2.8,0.2,,0.2
Israel,531,0.2,,2.8,0.2,,0.2
Israel,532,0.2,,2.7,0.3,,0.2
Israel,533,0.2,,2.7,0.3,,0.2
Israel,534,0.2,,2.9,0.5,,0.2
Israel,535,0.3,,2.9,0.5,,0.0
Israel,536,0.4,,3.0,0.4,,0.0
Israel,537,0.6,,3.0,0.5,,0.0
Israel,538,0.7,,3.0,0.6,,0.0
Israel,539,0.9,,2.7,0.5,,0.0
Israel,540,1.3,,2.9,0.5,,0.2
Israel,541,1.6,,3.3,0.3,,0.7
Israel,542,1.8,,3.1,0.7,,0.7
Israel,543,1.9,,3.4,0.8,,1.2
Israel,544,2.2,,3.2,0.9,,1.7
Israel,545,2.5,,3.4,1.2,,2.2
Israel,546,2.8,,3.5,1.4,,2.4
Israel,547,2.9,,3.8,1.9,,2.9
Israel,548,3.1,,4.2,2.5,,2.7
Israel,549,3.2,,4.5,2.8,,2.9
Israel,550,3.6,,5.0,3.3,,2.9
Israel,551,3.9,,5.1,3.5,,3.4
Israel,552,4.3,,5.3,3.6,,3.4
Israel,553,4.7,,5.1,4.3,,3.6
Israel,554,5.0,,5.1,4.5,,3.6
Israel,555,5.3,,5.7,4.4,,3.4
Israel,556,5.4,,6.3,4.5,,3.4
Israel,557,5.6,,6.4,4.8,,3.6
Israel,558,6.1,,6.9,4.9,,3.4
Israel,559,6.4,,7.7,5.8,,3.4
Israel,560,6.8,,7.7,6.2,,3.1
Israel,561,7.5,,7.8,6.5,,3.9
Israel,562,8.6,,8.8,7.0,,5.1
Israel,563,8.9,,9.0,7.3,,5.3
Israel,564,9.5,,10.0,7.8,,5.5
Israel,565,10.6,,10.3,9.1,,7.2
Israel,566,11.7,,11.1,9.1,,9.2
Israel,567,12.7,,11.4,9.5,,11.6
Israel,568,13.5,,11.4,11.9,,11.3
Israel,569,14.0,,13.5,14.6,,14.0
Israel,570,14.9,,14.7,15.7,,16.9
Israel,571,15.9,,16.4,17.0,,18.8
Israel,572,17.2,,17.3,18.7,,20.7
Israel,573,18.7,,18.1,20.7,,21.0
Israel,574,20.1,,18.0,21.3,,22.4
Israel,575,21.7,,20.0,21.8,,24.6
Israel,576,23.4,,23.0,22.4,,25.8
Israel,577,25.3,,23.7,24.5,,28.0
Israel,578,26.5,,25.3,27.0,,29.4
Israel,579,29.5,,25.7,28.2,,29.9
Israel,580,31.2,,27.9,31.7,,34.0
Israel,581,33.5,,28.9,36.6,,34.0
Israel,582,36.4,,30.7,39.2,,36.1
Israel,583,38.9,,34.4,41.2,,37.6
Israel,584,40.3,,35.3,43.7,,37.1
Israel,585,42.6,,37.3,45.9,,38.6
Israel,586,46.9,,39.8,50.0,,40.7
Israel,587,51.2,,41.1,50.6,,38.8
Israel,588,55.6,,41.5,52.4,,41.4
Israel,589,59.4,,43.7,53.3,,43.4
Israel,590,63.0,,48.8,55.2,,44.3
Israel,591,65.2,,47.5,57.7,,45.5
Israel,592,68.2,,49.7,57.3,,45.5
Israel,593,72.4,,50.9,56.8,,45.5
Israel,594,76.0,,50.8,58.1,,46.5
Israel,595,79.5,,51.0,58.2,,47.2
Israel,596,82.4,,52.5,60.6,,46.7
Israel,597,85.7,,57.6,60.7,,47.0
Israel,598,87.7,,56.7,60.8,,48.0
Israel,599,90.1,,55.7,61.8,,48.9
Israel,600,92.4,,55.2,62.0,,48.4
Israel,601,95.9,,54.2,60.6,,48.4
Israel,602,98.0,,54.1,61.3,,49.9
Israel,603,100.2,,54.4,60.6,,49.6
Israel,604,101.6,,59.6,60.1,,47.0
Israel,605,104.8,,58.0,59.0,,44.1
Israel,606,105.1,,55.6,57.8,,43.6
Israel,607,106.9,,56.9,56.2,,42.7
Israel,608,107.5,,55.3,55.5,,41.7
Israel,609,111.0,,54.0,52.4,,40.0
Israel,610,114.8,,54.8,48.3,,38.6
Israel,611,116.9,,56.4,47.2,,37.8
Israel,612,113.1,,53.6,44.7,,37.8
Israel,613,111.5,,50.9,43.8,,35.7
Israel,614,111.1,,53.4,44.5,,36.6
Israel,615,104.9,,57.6,44.5,,35.4
Israel,616,91.2,,53.8,45.0,,32.0
Israel,617,85.4,,54.0,46.7,,31.3
Israel,618,85.4,,59.7,46.7,,31.8
Israel,619,94.4,,56.2,47.9,,32.5
Israel,620,97.7,,56.3,47.2,,34.2
Israel,621,97.8,,52.3,45.7,,31.1
Israel,622,103.0,,49.8,48.8,,31.3
Israel,623,112.5,,56.4,48.7,,32.8
Israel,624,104.5,,55.9,49.4,,33.5
Israel,625,96.1,,59.6,50.0,,32.0
Israel,626,93.2,,53.9,50.9,,31.6
Israel,627,91.1,,51.4,52.8,,30.8
Israel,628,87.4,,54.7,52.3,,33.0
Israel,629,78.8,,51.8,48.8,,31.8
Israel,630,74.0,,48.9,47.7,,30.1
Israel,631,79.4,,46.8,45.6,,28.4
Israel,632,79.3,,50.9,43.2,,29.4
Israel,633,69.1,,48.0,40.3,,26.5
Israel,634,64.5,,45.9,38.2,,24.3
Israel,635,58.4,,48.2,36.8,,22.4
Israel,636,54.3,,45.2,34.7,,23.1
Israel,637,50.2,,42.9,32.1,,21.9
Israel,638,46.7,,41.8,30.1,,20.5
Israel,639,44.3,,43.0,27.9,,19.3
Israel,640,42.8,,40.3,26.5,,20.0
Israel,641,40.7,,36.9,24.3,,19.3
Israel,642,37.4,,34.9,23.6,,17.3
Israel,643,37.6,,33.4,22.9,,16.6
Israel,644,35.5,,31.9,21.9,,14.9
Israel,645,31.6,,31.6,21.6,,14.7
Israel,646,28.9,,32.8,20.8,,13.3
Israel,647,27.7,,31.0,20.0,,11.8
Israel,648,25.6,,29.5,19.2,,11.6
Israel,649,24.0,,28.7,18.0,,11.3
Israel,650,22.7,,27.3,16.9,,11.1
Israel,651,21.6,,25.6,16.3,,12.8
Israel,652,20.3,,25.3,15.0,,12.0
Israel,653,19.5,,26.3,14.7,,12.0
Israel,654,19.0,,24.3,13.6,,12.5
Israel,655,18.5,,23.0,12.6,,11.3
Israel,656,17.1,,22.3,11.7,,10.4
Israel,657,16.0,,21.6,10.8,,8.9
Israel,658,14.7,,20.6,9.3,,7.2
Israel,659,14.1,,20.0,8.8,,7.2
Israel,660,13.1,,20.0,7.5,,7.0
Israel,661,12.4,,18.4,7.5,,5.8
Israel,662,11.7,,16.7,7.8,,5.1
Israel,663,10.7,,16.0,6.9,,5.8
Israel,664,10.0,,15.3,6.7,,5.5
Israel,665,9.3,,14.6,7.2,,6.3
Israel,666,8.8,,14.3,7.2,,6.3
Israel,667,8.2,,15.0,7.4,,5.5
Israel,668,8.0,,14.2,6.5,,5.8
Israel,669,7.4,,13.5,5.3,,6.3
Israel,670,7.0,,12.5,5.2,,5.1
Israel,671,6.9,,11.9,5.0,,5.5
Israel,672,6.9,,11.2,4.0,,5.1
Israel,673,6.6,,11.2,3.5,,4.1
Israel,674,6.5,,11.2,3.2,,4.1
Israel,675,6.5,,10.9,3.4,,4.3
Israel,676,6.4,,10.8,3.8,,5.3
Israel,677,6.2,,10.2,3.8,,5.5
Israel,678,5.9,,10.1,3.7,,4.8
Israel,679,5.7,,9.6,4.0,,3.9
Israel,680,5.5,,9.7,3.9,,4.3
Israel,681,5.3,,10.2,3.8,,4.3
Israel,682,5.3,,9.4,3.7,,4.1
Israel,683,5.1,,9.1,3.5,,2.9
Israel,684,5.1,,8.9,3.1,,3.4
Israel,685,5.2,,9.3,3.4,,3.6
Israel,686,5.2,,8.7,3.6,,4.3
Israel,687,5.3,,8.4,3.6,,3.9
Israel,688,5.4,,8.8,3.6,,3.6
Israel,689,5.5,,9.0,3.4,,3.4
Israel,690,5.6,,8.9,3.6,,3.6
Israel,691,5.9,,8.8,4.1,,3.1
Israel,692,5.9,,8.4,4.1,,2.9
Israel,693,6.0,,8.4,4.1,,2.9
Israel,694,6.2,,8.4,3.9,,4.1
Israel,695,6.2,,8.6,3.9,,3.9
Israel,696,6.1,,8.4,3.6,,4.1
Israel,697,6.3,,8.7,3.5,,3.9
Israel,698,6.2,,8.2,3.1,,4.1
Israel,699,6.2,,8.0,2.8,,4.6
Israel,700,6.2,,8.0,2.7,,4.1
Israel,701,6.2,,8.0,3.0,,2.9
Israel,702,6.1,,8.4,2.9,,2.9
Israel,703,6.2,,8.5,3.0,,2.9
Israel,704,6.2,,8.3,2.9,,3.1
Israel,705,6.3,,8.1,3.5,,3.1
Israel,706,6.7,,8.2,3.4,,2.7
Israel,707,7.0,,8.1,3.0,,2.4
Israel,708,7.2,,8.6,3.1,,2.2
Israel,709,7.4,,8.8,3.0,,2.2
Israel,710,7.4,,8.4,2.8,,1.9
Israel,711,7.3,,8.4,2.7,,1.4
Israel,712,7.3,,8.4,2.3,,1.4
Israel,713,7.1,,8.5,2.3,,1.7
Israel,714,7.3,,8.7,2.6,,1.9
Israel,715,7.6,,8.9,2.8,,2.4
Israel,716,8.1,,9.3,3.2,,2.2
Israel,717,8.4,,9.6,3.6,,2.2
Israel,718,9.3,,9.3,4.0,,2.7
Israel,719,10.2,,9.7,4.5,,3.1
Israel,720,11.1,,10.4,5.2,,3.4
Israel,721,12.2,,10.7,5.8,,3.6
Israel,722,13.3,,11.1,5.5,,4.1
Israel,723,14.8,,12.2,5.8,,4.6
Israel,724,15.6,,12.4,6.4,,5.1
Israel,725,16.9,,13.4,6.3,,5.8
Israel,726,19.7,,14.4,6.1,,6.3
Israel,727,23.2,,15.8,6.1,,7.2
Israel,728,27.8,,17.2,6.7,,8.4
Israel,729,33.9,,17.8,7.2,,8.7
Israel,730,40.2,,19.9,7.8,,10.4
Israel,731,46.1,,22.2,9.3,,11.8
Israel,732,54.3,,25.6,10.8,,13.0
Israel,733,68.0,,28.4,13.0,,13.3
Israel,734,84.1,,30.8,14.8,,14.0
Israel,735,108.8,,32.8,17.4,,14.2
Israel,736,132.6,,37.4,20.8,,
Israel,737,160.8,,45.2,25.2,,
Israel,738,192.6,,49.7,25.9,,
Israel,739,234.5,,52.7,31.2,,
Israel,740,286.6,,57.9,36.0,,
Israel,741,343.6,,62.2,41.2,,
Israel,742,394.6,,64.6,48.3,,
Israel,743,446.2,,69.7,53.9,,
Israel,744,476.3,,78.0,59.0,,
Israel,745,513.7,,79.2,,,
Israel,746,567.9,,82.8,,,
Israel,747,611.7,,,,,
Israel,748,656.0,,,,,
Germany,274,9.4,8.2,,,12.7,2.8
Germany,275,10.0,9.3,,,13.3,3.1
Germany,276,10.7,10.3,,,14.8,3.4
Germany,277,11.1,11.4,,,15.3,3.9
Germany,278,12.0,12.0,,,16.4,4.4
Germany,279,12.9,12.4,,,17.9,4.6
Germany,280,14.0,13.2,,,19.5,4.9
Germany,281,15.1,13.7,,,20.8,5.5
Germany,282,16.2,14.5,,,22.5,5.8
Germany,283,17.2,15.5,,,23.6,6.6
Germany,284,18.1,16.7,,,25.5,7.0
Germany,285,19.5,17.3,,,27.2,7.5
Germany,286,21.0,18.0,,,29.4,8.2
Germany,287,22.9,19.3,,,31.9,9.0
Germany,288,24.8,21.3,,,33.7,10.2
Germany,289,26.9,23.7,,,35.8,11.8
Germany,290,28.6,26.1,,,38.9,13.9
Germany,291,30.3,28.4,,,41.3,15.6
Germany,292,32.9,30.5,,,44.2,16.6
Germany,293,36.1,32.0,,,46.1,17.8
Germany,294,39.7,34.5,,,47.8,19.7
Germany,295,43.2,37.2,,,49.3,21.0
Germany,296,46.8,39.3,,,50.4,22.5
Germany,297,49.9,41.2,,,52.2,22.9
Germany,298,52.4,43.4,,,53.1,23.7
Germany,299,55.7,44.6,,,54.2,24.5
Germany,300,58.5,45.9,,,55.3,25.5
Germany,301,61.2,47.7,,,57.2,27.0
Germany,302,63.3,49.5,,,57.7,27.9
Germany,303,65.3,50.6,,,58.8,28.2
Germany,304,66.2,52.0,,,59.6,28.8
Germany,305,67.5,52.4,,,61.0,29.2
Germany,306,69.2,52.7,,,61.8,29.4
Germany,307,70.4,52.9,,,62.4,29.3
Germany,308,70.8,52.8,,,62.7,29.7
Germany,309,71.6,52.8,,,63.0,31.0
Germany,310,72.0,53.9,,,64.4,32.9
Germany,311,72.7,55.4,,,64.9,34.8
Germany,312,72.1,56.8,,,65.4,37.5
Germany,313,71.7,58.3,,,65.6,39.2
Germany,314,71.8,58.2,,,66.4,40.3
Germany,315,72.3,59.2,,,66.9,41.6
Germany,316,72.9,61.6,,,67.5,43.2
Germany,317,73.5,61.9,,,67.7,44.9
Germany,318,73.5,62.2,,,68.1,46.5
Germany,319,73.4,62.7,,,68.1,47.2
Germany,320,73.2,62.0,,,68.7,47.3
Germany,321,73.3,62.4,,,69.1,47.7
Germany,322,73.5,63.1,,,69.6,48.4
Germany,323,73.6,62.4,,,70.3,48.7
Germany,324,73.5,63.6,,,71.3,49.7
Germany,325,72.8,63.6,,,72.6,50.6
Germany,326,72.4,63.4,,,73.9,52.1
Germany,327,71.9,64.2,,,74.3,53.8
Germany,328,71.3,64.2,,,75.3,54.5
Germany,329,70.6,64.0,,,76.9,55.9
Germany,330,70.1,65.0,,,78.0,58.6
Germany,331,69.5,65.7,,,79.0,60.7
Germany,332,70.2,67.8,,,81.1,64.0
Germany,333,70.3,69.5,,,82.2,66.5
Germany,334,70.5,69.8,,,83.9,68.0
Germany,335,71.4,70.7,,,84.3,69.8
Germany,336,72.5,72.7,,,85.1,72.6
Germany,337,74.6,75.2,,,85.8,75.5
Germany,338,76.6,77.8,,,87.3,77.2
Germany,339,78.1,80.4,,,89.7,80.7
Germany,340,80.1,82.7,,,90.6,83.1
Germany,341,82.7,85.4,,,91.0,86.8
Germany,342,85.3,86.8,,,92.8,88.4
Germany,343,87.8,88.5,,,93.4,90.8
Germany,344,90.0,90.7,,,96.1,93.1
Germany,345,92.2,92.7,,,96.5,96.3
Germany,346,94.4,93.7,,,97.2,96.9
Germany,347,95.4,95.8,,,98.1,97.6
Germany,348,96.8,96.2,,,98.0,96.9
Germany,349,97.8,96.6,,,97.9,98.1
Germany,350,99.1,97.2,,,97.3,98.7
Germany,351,99.6,98.9,,,99.4,98.9
Germany,352,100.0,100.0,,,100.0,100.0
Germany,353,99.4,93.5,,,99.7,95.1
Germany,354,99.5,85.2,,,98.4,89.2
Germany,355,98.2,83.8,,,96.7,87.6
Germany,356,97.2,84.9,,,95.3,86.0
Germany,357,96.4,85.1,,,95.2,85.8
Germany,358,91.7,86.6,,,94.0,86.4
Germany,359,84.6,85.6,,,92.3,86.1
Germany,360,81.2,86.3,,,91.8,85.1
Germany,361,79.6,85.4,,,90.8,83.9
Germany,362,78.5,85.1,,,90.0,82.8
Germany,363,77.3,84.4,,,89.0,82.3
Germany,364,75.4,83.2,,,88.1,79.5
Germany,365,74.0,80.4,,,87.1,77.3
Germany,366,73.4,77.8,,,86.3,73.6
Germany,367,72.9,81.7,,,86.9,75.9
Germany,368,72.7,88.8,,,85.9,80.5
Germany,369,71.9,88.6,,,83.9,80.1
Germany,370,71.5,85.9,,,83.1,79.4
Germany,371,70.2,84.0,,,82.8,77.6
Germany,372,72.0,81.8,,,80.8,76.0
Germany,373,75.9,80.9,,,80.3,76.1
Germany,374,76.3,79.2,,,80.2,75.5
Germany,375,74.9,77.2,,,79.3,74.3
Germany,376,73.1,76.4,,,78.1,73.6
Germany,377,71.0,76.2,,,77.0,72.7
Germany,378,69.7,74.6,,,76.0,72.2
Germany,379,67.8,73.1,,,75.5,70.6
Germany,380,65.5,72.7,,,75.4,68.2
Germany,381,64.3,71.0,,,75.0,65.5
Germany,382,63.4,69.5,,,74.0,63.2
Germany,383,61.8,69.3,,,73.3,61.7
Germany,384,60.2,68.2,,,72.5,59.5
Germany,385,58.3,67.3,,,70.7,57.1
Germany,386,56.7,65.1,,,68.8,53.6
Germany,387,55.1,63.7,,,68.3,50.5
Germany,388,53.8,62.0,,,68.7,47.6
Germany,389,52.7,60.4,,,66.8,44.9
Germany,390,51.0,58.5,,,64.9,43.6
Germany,391,49.5,57.9,,,63.8,42.3
Germany,392,47.6,56.5,,,61.6,40.9
Germany,393,45.9,55.2,,,60.5,39.1
Germany,394,44.7,53.0,,,59.4,37.7
Germany,395,43.8,52.4,,,59.6,36.5
Germany,396,43.0,50.9,,,58.2,34.8
Germany,397,42.2,50.4,,,56.4,33.3
Germany,398,40.6,49.7,,,55.2,32.7
Germany,399,39.6,48.0,,,54.2,31.0
Germany,400,38.5,45.8,,,53.5,29.7
Germany,401,37.2,44.3,,,53.0,27.7
Germany,402,36.1,42.1,,,53.1,26.3
Germany,403,35.3,41.1,,,52.7,25.2
Germany,404,34.2,39.8,,,51.3,24.5
Germany,405,32.9,40.0,,,50.3,24.1
Germany,406,31.6,39.6,,,49.4,23.8
Germany,407,30.6,39.8,,,49.1,23.3
Germany,408,30.1,39.2,,,49.3,23.2
Germany,409,29.3,39.4,,,49.8,22.7
Germany,410,29.5,38.9,,,49.6,22.4
Germany,411,29.7,39.8,,,49.0,22.2
Germany,412,29.8,39.4,,,48.8,22.2
Germany,413,29.9,39.2,,,48.0,21.9
Germany,414,30.3,38.7,,,47.8,21.0
Germany,415,30.6,38.7,,,48.4,20.0
Germany,416,31.4,38.0,,,49.7,19.2
Germany,417,31.4,37.9,,,48.3,18.5
Germany,418,31.6,37.4,,,47.5,18.2
Germany,419,32.0,37.0,,,47.9,18.0
Germany,420,32.2,36.6,,,47.8,17.4
Germany,421,32.2,36.3,,,47.2,16.8
Germany,422,32.4,35.5,,,48.1,16.2
Germany,423,32.4,34.7,,,49.2,15.7
Germany,424,32.7,34.2,,,49.5,15.6
Germany,425,33.1,34.1,,,49.6,15.6
Germany,426,33.3,33.9,,,50.3,15.7
Germany,427,33.8,33.5,,,51.2,15.7
Germany,428,34.2,33.6,,,51.3,15.6
Germany,429,34.6,33.9,,,53.0,16.0
Germany,430,35.1,35.2,,,54.7,16.6
Germany,431,35.6,35.9,,,55.0,16.9
Germany,432,36.4,36.7,,,55.7,17.0
Germany,433,37.4,37.5,,,56.6,17.2
Germany,434,39.0,38.6,,,57.9,17.3
Germany,435,40.7,39.9,,,58.8,17.9
Germany,436,42.6,41.1,,,60.0,18.2
Germany,437,44.2,41.9,,,62.0,18.6
Germany,438,45.7,43.3,,,62.5,19.1
Germany,439,47.4,43.6,,,63.9,19.5
Germany,440,49.5,44.3,,,64.7,19.8
Germany,441,51.6,45.1,,,66.8,20.0
Germany,442,53.2,46.3,,,68.0,21.1
Germany,443,54.7,48.2,,,70.5,21.7
Germany,444,56.2,49.7,,,72.3,22.3
Germany,445,57.4,51.0,,,75.6,22.7
Germany,446,59.0,52.2,,,77.1,23.2
Germany,447,60.9,52.7,,,77.7,23.4
Germany,448,62.8,53.8,,,78.4,24.2
Germany,449,65.0,54.4,,,78.7,23.9
Germany,450,66.8,55.2,,,79.6,24.0
Germany,451,67.7,55.3,,,80.9,24.2
Germany,452,67.9,53.5,,,81.4,23.6
Germany,453,68.2,52.9,,,81.2,23.9
Germany,454,68.1,53.1,,,81.3,23.9
Germany,455,67.8,51.2,,,82.3,22.9
Germany,456,68.1,50.0,,,83.1,23.2
Germany,457,66.6,51.6,,,84.1,23.1
Germany,458,65.2,53.2,,,85.6,23.1
Germany,459,65.5,56.4,,,86.2,23.5
Germany,460,63.9,57.5,,,86.6,23.8
Germany,461,63.2,58.1,,,87.7,23.5
Germany,462,63.9,60.7,,,87.7,24.2
Germany,463,65.2,63.0,,,87.2,24.0
Germany,464,67.9,61.9,,,87.7,24.0
Germany,465,71.0,60.8,,,88.9,23.6
Germany,466,71.9,60.1,,,87.9,23.8
Germany,467,75.2,60.0,,,87.6,23.4
Germany,468,78.4,59.9,,,87.4,23.9
Germany,469,80.0,60.5,,,87.2,23.7
Germany,470,79.8,61.1,,,86.9,24.1
Germany,471,80.5,60.9,,,87.3,24.1
Germany,472,80.7,61.6,,,86.9,24.1
Germany,473,81.5,61.8,,,86.0,23.9
Germany,474,81.9,61.8,,,84.0,23.7
Germany,475,82.9,61.2,,,82.7,22.9
Germany,476,83.4,60.0,,,81.1,22.4
Germany,477,83.7,58.1,,,80.0,21.0
Germany,478,83.3,56.6,,,79.6,20.6
Germany,479,82.8,54.6,,,79.5,19.5
Germany,480,81.8,53.0,,,77.4,18.8
Germany,481,80.5,52.2,,,75.9,18.1
Germany,482,78.3,51.6,,,73.9,17.9
Germany,483,76.2,50.5,,,72.5,17.2
Germany,484,73.8,49.0,,,71.0,17.1
Germany,485,71.5,47.6,,,70.6,16.1
Germany,486,69.6,46.2,,,69.7,15.5
Germany,487,68.1,44.7,,,67.3,15.1
Germany,488,65.9,43.0,,,64.3,14.1
Germany,489,63.9,42.2,,,62.4,13.6
Germany,490,61.3,40.8,,,60.3,13.2
Germany,491,59.1,39.5,,,58.3,12.1
Germany,492,56.8,37.9,,,57.3,11.4
Germany,493,54.7,34.7,,,56.1,10.7
Germany,494,53.2,31.9,,,55.2,9.5
Germany,495,51.3,31.3,,,52.1,9.4
Germany,496,48.7,31.0,,,49.2,9.0
Germany,497,46.3,29.9,,,46.9,8.2
Germany,498,43.1,27.7,,,45.0,7.6
Germany,499,40.0,25.7,,,43.7,7.0
Germany,500,38.1,25.1,,,42.5,6.8
Germany,501,36.8,24.6,,,39.7,6.4
Germany,502,34.9,22.8,,,37.3,5.9
Germany,503,33.0,21.3,,,35.3,5.6
Germany,504,30.8,18.8,,,34.2,5.0
Germany,505,29.8,16.7,,,32.9,4.7
Germany,506,28.8,15.6,,,32.2,4.4
Germany,507,27.2,14.7,,,31.2,3.8
Germany,508,25.6,13.7,,,29.5,3.7
Germany,509,23.5,13.3,,,27.7,3.3
Germany,510,20.9,13.1,,,26.2,3.1
Germany,511,19.2,13.4,,,24.6,2.9
Germany,512,18.3,13.0,,,23.3,2.7
Germany,513,17.2,11.5,,,23.2,2.4
Germany,514,16.3,10.4,,,22.2,2.1
Germany,515,15.8,9.4,,,21.0,1.8
Germany,516,15.5,8.9,,,19.7,1.9
Germany,517,15.2,8.7,,,18.6,1.8
Germany,518,14.3,8.3,,,17.5,1.7
Germany,519,12.9,7.7,,,16.8,1.4
Germany,520,11.7,7.3,,,16.2,1.2
Germany,521,11.0,7.1,,,15.4,1.1
Germany,522,10.6,6.9,,,14.8,1.1
Germany,523,10.1,6.4,,,14.1,0.8
Germany,524,9.4,6.2,,,13.5,0.8
Germany,525,8.6,5.9,,,12.8,0.8
Germany,526,8.2,5.3,,,12.4,0.8
Germany,527,7.7,4.9,,,12.3,0.8
Germany,528,7.2,4.5,,,12.0,0.7
Germany,529,6.8,4.2,,,11.5,0.8
Germany,530,6.3,4.2,,,10.7,0.7
Germany,531,5.6,4.0,,,10.2,0.7
Germany,532,5.1,3.8,,,9.8,0.5
Germany,533,4.5,3.6,,,9.5,0.5
Germany,534,4.2,3.4,,,9.5,0.5
Germany,535,3.9,3.2,,,9.1,0.5
Germany,536,3.7,3.0,,,8.8,0.3
Germany,537,3.5,2.8,,,8.4,0.3
Germany,538,3.3,2.8,,,8.2,0.3
Germany,539,3.1,2.6,,,7.9,0.3
Germany,540,2.9,2.5,,,7.6,0.3
Germany,541,2.8,2.5,,,7.5,0.3
Germany,542,2.8,2.5,,,7.6,0.4
Germany,543,2.7,2.5,,,7.0,0.3
Germany,544,2.7,2.4,,,6.9,0.4
Germany,545,2.6,2.4,,,6.9,0.4
Germany,546,2.7,2.5,,,6.6,0.3
Germany,547,2.7,2.5,,,6.5,0.4
Germany,548,2.7,2.5,,,6.4,0.4
Germany,549,2.7,2.4,,,6.4,0.4
Germany,550,2.8,2.6,,,6.3,0.4
Germany,551,2.9,2.8,,,6.2,0.4
Germany,552,3.1,2.8,,,6.1,0.5
Germany,553,3.2,2.8,,,6.2,0.5
Germany,554,3.4,2.8,,,6.1,0.5
Germany,555,3.6,3.0,,,6.4,0.4
Germany,556,3.8,3.0,,,6.4,0.5
Germany,557,4.1,3.0,,,6.4,0.5
Germany,558,4.3,3.0,,,6.2,0.5
Germany,559,4.7,3.2,,,6.0,0.5
Germany,560,5.1,3.4,,,6.1,0.4
Germany,561,5.4,3.6,,,6.3,0.5
Germany,562,5.7,3.8,,,6.3,0.5
Germany,563,6.0,4.1,,,6.6,0.5
Germany,564,6.2,4.3,,,6.6,0.5
Germany,565,6.5,4.5,,,6.8,0.6
Germany,566,6.8,4.5,,,6.7,0.6
Germany,567,7.1,4.4,,,6.8,0.7
Germany,568,7.3,4.9,,,7.2,0.9
Germany,569,7.6,5.2,,,7.5,0.9
Germany,570,7.8,5.4,,,7.9,1.0
Germany,571,8.0,5.7,,,7.7,1.1
Germany,572,8.3,5.8,,,7.9,1.1
Germany,573,8.6,6.0,,,8.2,1.2
Germany,574,9.0,6.6,,,8.3,1.3
Germany,575,9.2,6.7,,,8.5,1.3
Germany,576,9.4,6.8,,,9.0,1.4
Germany,577,9.7,7.1,,,9.5,1.4
Germany,578,10.0,7.3,,,10.0,1.4
Germany,579,10.5,7.6,,,10.4,1.6
Germany,580,10.9,7.7,,,10.8,1.7
Germany,581,11.4,8.1,,,11.3,1.7
Germany,582,12.1,8.9,,,11.8,1.9
Germany,583,12.9,9.8,,,12.4,1.9
Germany,584,13.6,10.8,,,13.5,2.1
Germany,585,14.1,11.6,,,14.0,2.4
Germany,586,15.0,12.2,,,14.5,2.5
Germany,587,16.1,12.7,,,15.1,2.6
Germany,588,17.3,13.7,,,16.1,2.6
Germany,589,18.4,14.7,,,16.9,2.7
Germany,590,19.7,15.6,,,17.5,3.0
Germany,591,21.0,16.3,,,18.6,3.2
Germany,592,22.0,16.9,,,19.0,3.3
Germany,593,23.4,17.5,,,19.7,3.3
Germany,594,24.7,18.0,,,20.3,3.5
Germany,595,26.3,19.0,,,21.1,4.0
Germany,596,27.8,20.4,,,21.9,4.2
Germany,597,29.6,21.7,,,22.3,4.5
Germany,598,30.9,22.5,,,22.9,4.9
Germany,599,31.8,23.3,,,23.4,5.0
Germany,600,33.1,24.1,,,24.1,5.4
Germany,601,34.8,24.3,,,24.2,5.4
Germany,602,36.3,24.1,,,24.5,5.4
Germany,603,37.5,24.3,,,24.9,5.7
Germany,604,38.0,24.4,,,25.2,6.2
Germany,605,38.6,24.6,,,26.0,6.2
Germany,606,38.7,24.9,,,26.7,6.5
Germany,607,39.3,24.8,,,26.5,6.4
Germany,608,40.1,24.8,,,26.9,6.5
Germany,609,41.3,25.0,,,26.8,6.6
Germany,610,41.7,25.1,,,26.4,6.4
Germany,611,42.6,25.1,,,26.6,6.2
Germany,612,43.0,25.2,,,26.7,6.3
Germany,613,43.3,25.3,,,26.1,6.2
Germany,614,43.0,25.1,,,26.0,6.3
Germany,615,43.0,25.0,,,25.3,6.2
