Entity,Code,Date,"Excess mortality P-scores, all ages"
Northern Ireland,,2020-06-07,4
Northern Ireland,,2020-06-14,3
Northern Ireland,,2020-06-21,6
Northern Ireland,,2020-06-28,4
Northern Ireland,,2020-07-05,4
Northern Ireland,,2020-07-12,18
Northern Ireland,,2020-07-19,-11
Northern Ireland,,2020-07-26,9
Northern Ireland,,2020-08-02,-2
Northern Ireland,,2020-08-09,9
Northern Ireland,,2020-08-16,5
Northern Ireland,,2020-08-23,14
Northern Ireland,,2020-08-30,23
Northern Ireland,,2020-09-06,-10
Northern Ireland,,2020-09-13,10
Northern Ireland,,2020-09-20,18
Norway,NOR,2020-01-05,-7
Norway,NOR,2020-01-12,3
Norway,NOR,2020-01-19,-8
Norway,NOR,2020-01-26,-3
Norway,NOR,2020-02-02,-9
Norway,NOR,2020-02-09,-8
Norway,NOR,2020-02-16,-2
Norway,NOR,2020-02-23,-6
Norway,NOR,2020-03-01,-4
Norway,NOR,2020-03-08,-8
Norway,NOR,2020-03-15,-1
Norway,NOR,2020-03-22,-1
Norway,NOR,2020-03-29,9
Norway,NOR,2020-04-05,4
Norway,NOR,2020-04-12,7
Norway,NOR,2020-04-19,6
Norway,NOR,2020-04-26,-1
Norway,NOR,2020-05-03,1
Norway,NOR,2020-05-10,1
Norway,NOR,2020-05-17,-5
Norway,NOR,2020-05-24,1
Norway,NOR,2020-05-31,-7
Norway,NOR,2020-06-07,-5
Norway,NOR,2020-06-14,1
Norway,NOR,2020-06-21,2
Norway,NOR,2020-06-28,-7
Norway,NOR,2020-07-05,-7
Norway,NOR,2020-07-12,-7
Norway,NOR,2020-07-19,4
Norway,NOR,2020-07-26,1
Norway,NOR,2020-08-02,7
Norway,NOR,2020-08-09,2
Norway,NOR,2020-08-16,3
Norway,NOR,2020-08-23,3
Norway,NOR,2020-08-30,-6
Norway,NOR,2020-09-06,-3
Norway,NOR,2020-09-13,7
Norway,NOR,2020-09-20,-1
Norway,NOR,2020-09-27,-19
Poland,POL,2020-01-05,-1
Poland,POL,2020-01-12,-3
Poland,POL,2020-01-19,-6
Poland,POL,2020-01-26,-7
Poland,POL,2020-02-02,-4
Poland,POL,2020-02-09,-5
Poland,POL,2020-02-16,-3
Poland,POL,2020-02-23,-4
Poland,POL,2020-03-01,-4
Poland,POL,2020-03-08,-3
Poland,POL,2020-03-15,0
Poland,POL,2020-03-22,0
Poland,POL,2020-03-29,0
Poland,POL,2020-04-05,0
Poland,POL,2020-04-12,2
Poland,POL,2020-04-19,7
Poland,POL,2020-04-26,2
Poland,POL,2020-05-03,4
Poland,POL,2020-05-10,4
Poland,POL,2020-05-17,5
Poland,POL,2020-05-24,4
Poland,POL,2020-05-31,5
Poland,POL,2020-06-07,8
Poland,POL,2020-06-14,7
Poland,POL,2020-06-21,3
Poland,POL,2020-06-28,5
Portugal,PRT,2020-01-05,-11
Portugal,PRT,2020-01-12,-5
Portugal,PRT,2020-01-19,-3
Portugal,PRT,2020-01-26,-6
Portugal,PRT,2020-02-02,0
Portugal,PRT,2020-02-09,-6
Portugal,PRT,2020-02-16,-14
Portugal,PRT,2020-02-23,-6
Portugal,PRT,2020-03-01,-7
Portugal,PRT,2020-03-08,-7
Portugal,PRT,2020-03-15,3
Portugal,PRT,2020-03-22,10
Portugal,PRT,2020-03-29,17
Portugal,PRT,2020-04-05,21
Portugal,PRT,2020-04-12,23
Portugal,PRT,2020-04-19,19
Portugal,PRT,2020-04-26,16
Portugal,PRT,2020-05-03,9
Portugal,PRT,2020-05-10,13
Portugal,PRT,2020-05-17,5
Portugal,PRT,2020-05-24,7
Portugal,PRT,2020-05-31,21
Portugal,PRT,2020-06-07,7
Portugal,PRT,2020-06-14,0
Portugal,PRT,2020-06-21,-2
Portugal,PRT,2020-06-28,14
Portugal,PRT,2020-07-05,13
Portugal,PRT,2020-07-12,20
Portugal,PRT,2020-07-19,44
Portugal,PRT,2020-07-26,31
Portugal,PRT,2020-08-02,16
Portugal,PRT,2020-08-09,7
Portugal,PRT,2020-08-16,5
Portugal,PRT,2020-08-23,4
Portugal,PRT,2020-08-30,14
Portugal,PRT,2020-09-06,9
Portugal,PRT,2020-09-13,20
Scotland,,2020-01-05,-9
Scotland,,2020-01-12,0
Scotland,,2020-01-19,-4
Scotland,,2020-01-26,-7
Scotland,,2020-02-02,-7
Scotland,,2020-02-09,-3
Scotland,,2020-02-16,-8
Scotland,,2020-02-23,-7
Scotland,,2020-03-01,1
Scotland,,2020-03-08,-2
Scotland,,2020-03-15,2
Scotland,,2020-03-22,7
Scotland,,2020-03-29,-4
Scotland,,2020-04-05,59
Scotland,,2020-04-12,80
Scotland,,2020-04-19,80
Scotland,,2020-04-26,69
Scotland,,2020-05-03,56
Scotland,,2020-05-10,39
Scotland,,2020-05-17,34
Scotland,,2020-05-24,17
Scotland,,2020-05-31,11
Scotland,,2020-06-07,4
Scotland,,2020-06-14,3
Scotland,,2020-06-21,4
Scotland,,2020-06-28,-2
Scotland,,2020-07-05,-3
Scotland,,2020-07-12,-5
Scotland,,2020-07-19,4
Scotland,,2020-07-26,-2
Scotland,,2020-08-02,5
Scotland,,2020-08-09,1
Scotland,,2020-08-16,-7
Scotland,,2020-08-23,5
Scotland,,2020-08-30,5
Scotland,,2020-09-06,6
Scotland,,2020-09-13,5
Slovakia,SVK,2020-01-05,-6
Slovakia,SVK,2020-01-12,-5
Slovakia,SVK,2020-01-19,-10
Slovakia,SVK,2020-01-26,-5
Slovakia,SVK,2020-02-02,-6
Slovakia,SVK,2020-02-09,-8
Slovakia,SVK,2020-02-16,-1
Slovakia,SVK,2020-02-23,-9
Slovakia,SVK,2020-03-01,-4
Slovakia,SVK,2020-03-08,-2
Slovakia,SVK,2020-03-15,1
Slovakia,SVK,2020-03-22,10
Slovakia,SVK,2020-03-29,0
Slovakia,SVK,2020-04-05,6
Slovakia,SVK,2020-04-12,-5
Slovakia,SVK,2020-04-19,-5
Slovakia,SVK,2020-04-26,-4
Slovakia,SVK,2020-05-03,-2
Slovakia,SVK,2020-05-10,4
Slovakia,SVK,2020-05-17,3
Slovakia,SVK,2020-05-24,-2
Slovakia,SVK,2020-05-31,-6
Slovakia,SVK,2020-06-07,3
Slovakia,SVK,2020-06-14,-1
Slovakia,SVK,2020-06-21,-7
Slovakia,SVK,2020-06-28,0
Slovakia,SVK,2020-07-05,3
Slovakia,SVK,2020-07-12,2
Slovakia,SVK,2020-07-19,-2
Slovakia,SVK,2020-07-26,-8
Slovakia,SVK,2020-08-02,-3
Slovakia,SVK,2020-08-09,4
Slovakia,SVK,2020-08-16,-6
Slovakia,SVK,2020-08-23,-5
Slovakia,SVK,2020-08-30,-5
Slovenia,SVN,2020-01-05,-5
Slovenia,SVN,2020-01-12,-7
Slovenia,SVN,2020-01-19,-8
Slovenia,SVN,2020-01-26,-5
Slovenia,SVN,2020-02-02,-3
Slovenia,SVN,2020-02-09,-3
Slovenia,SVN,2020-02-16,8
Slovenia,SVN,2020-02-23,-3
Slovenia,SVN,2020-03-01,-6
Slovenia,SVN,2020-03-08,3
Slovenia,SVN,2020-03-15,-1
Slovenia,SVN,2020-03-22,6
Slovenia,SVN,2020-03-29,-9
Slovenia,SVN,2020-04-05,-5
Slovenia,SVN,2020-04-12,15
Slovenia,SVN,2020-04-19,8
Slovenia,SVN,2020-04-26,3
Slovenia,SVN,2020-05-03,-3
Slovenia,SVN,2020-05-10,5
Slovenia,SVN,2020-05-17,-1
Slovenia,SVN,2020-05-24,14
Slovenia,SVN,2020-05-31,-6
Slovenia,SVN,2020-06-07,-1
Slovenia,SVN,2020-06-14,11
Slovenia,SVN,2020-06-21,8
Slovenia,SVN,2020-06-28,25
Slovenia,SVN,2020-07-05,4
Slovenia,SVN,2020-07-12,-6
Slovenia,SVN,2020-07-19,-2
Slovenia,SVN,2020-07-26,0
South Korea,KOR,2020-01-05,5
South Korea,KOR,2020-01-12,3
South Korea,KOR,2020-01-19,5
South Korea,KOR,2020-01-26,7
South Korea,KOR,2020-02-02,7
South Korea,KOR,2020-02-09,9
South Korea,KOR,2020-02-16,5
South Korea,KOR,2020-02-23,1
South Korea,KOR,2020-03-01,2
South Korea,KOR,2020-03-08,2
South Korea,KOR,2020-03-15,3
South Korea,KOR,2020-03-22,4
South Korea,KOR,2020-03-29,2
South Korea,KOR,2020-04-05,0
South Korea,KOR,2020-04-12,7
South Korea,KOR,2020-04-19,4
South Korea,KOR,2020-04-26,3
South Korea,KOR,2020-05-03,9
South Korea,KOR,2020-05-10,3
South Korea,KOR,2020-05-17,1
South Korea,KOR,2020-05-24,4
South Korea,KOR,2020-05-31,1
South Korea,KOR,2020-06-07,8
South Korea,KOR,2020-06-14,7
South Korea,KOR,2020-06-21,4
South Korea,KOR,2020-06-28,5
South Korea,KOR,2020-07-05,5
South Korea,KOR,2020-07-12,1
South Korea,KOR,2020-07-19,6
South Korea,KOR,2020-07-26,4
South Korea,KOR,2020-08-02,1
South Korea,KOR,2020-08-09,-9
South Korea,KOR,2020-08-16,-16
South Korea,KOR,2020-08-23,-29
South Korea,KOR,2020-08-30,-63
Spain,ESP,2020-01-05,-10
Spain,ESP,2020-01-12,-7
Spain,ESP,2020-01-19,-3
Spain,ESP,2020-01-26,-5
Spain,ESP,2020-02-02,-4
Spain,ESP,2020-02-09,-3
Spain,ESP,2020-02-16,-6
Spain,ESP,2020-02-23,-9
Spain,ESP,2020-03-01,-12
Spain,ESP,2020-03-08,-2
Spain,ESP,2020-03-15,9
Spain,ESP,2020-03-22,54
Spain,ESP,2020-03-29,132
Spain,ESP,2020-04-05,154
Spain,ESP,2020-04-12,116
Spain,ESP,2020-04-19,69
Spain,ESP,2020-04-26,35
Spain,ESP,2020-05-03,17
Spain,ESP,2020-05-10,14
Spain,ESP,2020-05-17,1
Spain,ESP,2020-05-24,3
Spain,ESP,2020-05-31,-1
Spain,ESP,2020-06-07,-2
Spain,ESP,2020-06-14,-4
Spain,ESP,2020-06-21,-4
Spain,ESP,2020-06-28,4
Spain,ESP,2020-07-05,1
Spain,ESP,2020-07-12,4
Spain,ESP,2020-07-19,3
Spain,ESP,2020-07-26,8
Spain,ESP,2020-08-02,16
Spain,ESP,2020-08-09,15
Spain,ESP,2020-08-16,16
Spain,ESP,2020-08-23,14
Spain,ESP,2020-08-30,15
Spain,ESP,2020-09-06,15
Spain,ESP,2020-09-13,20
Spain,ESP,2020-09-20,17
Spain,ESP,2020-09-27,9
Sweden,SWE,2020-01-05,-8
Sweden,SWE,2020-01-12,-3
Sweden,SWE,2020-01-19,-6
Sweden,SWE,2020-01-26,-10
Sweden,SWE,2020-02-02,-2
Sweden,SWE,2020-02-09,-9
Sweden,SWE,2020-02-16,-5
Sweden,SWE,2020-02-23,-11
Sweden,SWE,2020-03-01,-10
Sweden,SWE,2020-03-08,-5
Sweden,SWE,2020-03-15,-9
Sweden,SWE,2020-03-22,4
Sweden,SWE,2020-03-29,12
Sweden,SWE,2020-04-05,32
Sweden,SWE,2020-04-12,47
Sweden,SWE,2020-04-19,43
Sweden,SWE,2020-04-26,34
Sweden,SWE,2020-05-03,36
Sweden,SWE,2020-05-10,33
Sweden,SWE,2020-05-17,26
Sweden,SWE,2020-05-24,23
Sweden,SWE,2020-05-31,6
Sweden,SWE,2020-06-07,14
Sweden,SWE,2020-06-14,13
Sweden,SWE,2020-06-21,9
Sweden,SWE,2020-06-28,7
Sweden,SWE,2020-07-05,-1
Sweden,SWE,2020-07-12,0
Sweden,SWE,2020-07-19,-4
Sweden,SWE,2020-07-26,-2
Sweden,SWE,2020-08-02,-2
Sweden,SWE,2020-08-09,3
Sweden,SWE,2020-08-16,-1
Sweden,SWE,2020-08-23,2
Sweden,SWE,2020-08-30,-7
Sweden,SWE,2020-09-06,-4
Sweden,SWE,2020-09-13,-2
Sweden,SWE,2020-09-20,-6
Sweden,SWE,2020-09-27,-13
Switzerland,CHE,2020-01-05,-11
Switzerland,CHE,2020-01-12,-8
Switzerland,CHE,2020-01-19,-5
Switzerland,CHE,2020-01-26,-3
Switzerland,CHE,2020-02-02,-3
Switzerland,CHE,2020-02-09,-8
Switzerland,CHE,2020-02-16,-8
Switzerland,CHE,2020-02-23,-9
Switzerland,CHE,2020-03-01,-12
Switzerland,CHE,2020-03-08,-6
Switzerland,CHE,2020-03-15,0
Switzerland,CHE,2020-03-22,14
Switzerland,CHE,2020-03-29,26
Switzerland,CHE,2020-04-05,44
Switzerland,CHE,2020-04-12,33
Switzerland,CHE,2020-04-19,27
Switzerland,CHE,2020-04-26,14
Switzerland,CHE,2020-05-03,1
Switzerland,CHE,2020-05-10,-2
Switzerland,CHE,2020-05-17,-2
Switzerland,CHE,2020-05-24,-2
Switzerland,CHE,2020-05-31,-6
Switzerland,CHE,2020-06-07,0
Switzerland,CHE,2020-06-14,0
Switzerland,CHE,2020-06-21,-3
Switzerland,CHE,2020-06-28,-2
Switzerland,CHE,2020-07-05,-3
Switzerland,CHE,2020-07-12,-3
Switzerland,CHE,2020-07-19,-10
Switzerland,CHE,2020-07-26,-5
Switzerland,CHE,2020-08-02,7
Switzerland,CHE,2020-08-09,-2
Switzerland,CHE,2020-08-16,3
Switzerland,CHE,2020-08-23,-2
Switzerland,CHE,2020-08-30,-4
Switzerland,CHE,2020-09-06,-9
Switzerland,CHE,2020-09-13,-10
Switzerland,CHE,2020-09-20,-14
United Kingdom,GBR,2020-01-05,34
United Kingdom,GBR,2020-01-12,7
United Kingdom,GBR,2020-01-19,-4
United Kingdom,GBR,2020-01-26,-9
United Kingdom,GBR,2020-02-02,-8
United Kingdom,GBR,2020-02-09,-8
United Kingdom,GBR,2020-02-16,-8
United Kingdom,GBR,2020-02-23,-7
United Kingdom,GBR,2020-03-01,-6
United Kingdom,GBR,2020-03-08,-3
United Kingdom,GBR,2020-03-15,-3
United Kingdom,GBR,2020-03-22,-4
United Kingdom,GBR,2020-03-29,4
United Kingdom,GBR,2020-04-05,66
United Kingdom,GBR,2020-04-12,76
United Kingdom,GBR,2020-04-19,103
United Kingdom,GBR,2020-04-26,108
United Kingdom,GBR,2020-05-03,71
United Kingdom,GBR,2020-05-10,32
United Kingdom,GBR,2020-05-17,46
United Kingdom,GBR,2020-05-24,21
United Kingdom,GBR,2020-05-31,4
United Kingdom,GBR,2020-06-07,22
United Kingdom,GBR,2020-06-14,2
United States,USA,2020-01-05,0
United States,USA,2020-01-12,-1
United States,USA,2020-01-19,-1
United States,USA,2020-01-26,0
United States,USA,2020-02-02,1
United States,USA,2020-02-09,2
United States,USA,2020-02-16,2
United States,USA,2020-02-23,3
United States,USA,2020-03-01,4
United States,USA,2020-03-08,4
United States,USA,2020-03-15,4
United States,USA,2020-03-22,6
United States,USA,2020-03-29,14
United States,USA,2020-04-05,31
United States,USA,2020-04-12,45
United States,USA,2020-04-19,43
United States,USA,2020-04-26,40
United States,USA,2020-05-03,31
United States,USA,2020-05-10,28
United States,USA,2020-05-17,25
United States,USA,2020-05-24,20
United States,USA,2020-05-31,17
United States,USA,2020-06-07,14
United States,USA,2020-06-14,13
United States,USA,2020-06-21,14
United States,USA,2020-06-28,15
United States,USA,2020-07-05,17
United States,USA,2020-07-12,21
United States,USA,2020-07-19,24
United States,USA,2020-07-26,26
United States,USA,2020-08-02,24
United States,USA,2020-08-09,23
United States,USA,2020-08-16,22
United States,USA,2020-08-23,17
United States,USA,2020-08-30,11
United States,USA,2020-09-06,4
United States,USA,2020-09-13,-4
