date,location,total_cases,total_deaths,new_cases,new_deaths
2020-02-18,Italy,3,,0,
2020-02-19,Italy,3,,0,
2020-02-20,Italy,3,,0,
2020-02-21,Italy,3,,0,
2020-02-22,Italy,9,,6,
2020-02-23,Italy,76,2,67,
2020-02-24,Italy,124,2,48,0
2020-02-25,Italy,229,6,105,4
2020-02-26,Italy,322,11,93,5
2020-02-27,Italy,400,12,78,1
2020-02-28,Italy,650,17,250,5
2020-02-29,Italy,888,21,238,4
2020-03-01,Italy,1128,29,240,8
2020-03-02,Italy,1689,35,561,6
2020-03-03,Italy,2036,52,347,17
2020-03-04,Italy,2502,80,466,28
2020-03-05,Italy,3089,107,587,27
2020-03-06,Italy,3858,148,769,41
2020-03-07,Italy,4636,197,778,49
2020-03-08,Italy,5883,234,1247,37
2020-03-09,Italy,7375,366,1492,132
2020-01-21,Japan,1,,,
2020-01-22,Japan,1,,0,
2020-01-23,Japan,1,,0,
2020-01-24,Japan,1,,0,
2020-01-25,Japan,3,,2,
2020-01-26,Japan,3,,0,
2020-01-27,Japan,4,,1,
2020-01-28,Japan,6,,2,
2020-01-29,Japan,7,,1,
2020-01-30,Japan,11,,4,
2020-01-31,Japan,14,,3,
2020-02-01,Japan,17,,3,
2020-02-02,Japan,20,,3,
2020-02-03,Japan,20,,0,
2020-02-04,Japan,20,,0,
2020-02-05,Japan,33,,13,
2020-02-06,Japan,25,,-8,
2020-02-07,Japan,25,,0,
2020-02-08,Japan,25,,0,
2020-02-09,Japan,26,,1,
2020-02-10,Japan,26,,0,
2020-02-11,Japan,26,,0,
2020-02-12,Japan,28,,2,
2020-02-13,Japan,29,,1,
2020-02-14,Japan,33,1,4,
2020-02-15,Japan,41,1,8,0
2020-02-16,Japan,53,1,12,0
2020-02-17,Japan,59,1,6,0
2020-02-18,Japan,65,1,6,0
2020-02-19,Japan,73,1,8,0
2020-02-20,Japan,85,1,12,0
2020-02-21,Japan,93,1,8,0
2020-02-22,Japan,105,1,12,0
2020-02-23,Japan,132,1,27,0
2020-02-24,Japan,144,1,12,0
2020-02-25,Japan,157,1,13,0
2020-02-26,Japan,164,1,7,0
2020-02-27,Japan,186,3,22,2
2020-02-28,Japan,210,4,24,1
2020-02-29,Japan,230,5,20,1
2020-03-01,Japan,239,5,9,0
2020-03-02,Japan,254,6,15,1
2020-03-03,Japan,268,6,14,0
2020-03-04,Japan,284,6,16,0
2020-03-05,Japan,317,6,33,0
2020-03-06,Japan,349,6,32,0
2020-03-07,Japan,408,6,59,0
2020-03-08,Japan,455,6,47,0
2020-03-09,Japan,488,7,33,1
2020-03-03,Jordan,1,,,
2020-03-04,Jordan,1,,0,
2020-03-05,Jordan,1,,0,
2020-03-06,Jordan,1,,0,
2020-03-07,Jordan,1,,0,
2020-03-08,Jordan,1,,0,
2020-03-09,Jordan,1,,0,
2020-02-24,Kuwait,3,,,
2020-02-25,Kuwait,8,,5,
2020-02-26,Kuwait,12,,4,
2020-02-27,Kuwait,43,,31,
2020-02-28,Kuwait,43,,0,
2020-02-29,Kuwait,45,,2,
2020-03-01,Kuwait,45,,0,
2020-03-02,Kuwait,56,,11,
2020-03-03,Kuwait,56,,0,
2020-03-04,Kuwait,56,,0,
2020-03-05,Kuwait,58,,2,
2020-03-06,Kuwait,58,,0,
2020-03-07,Kuwait,58,,0,
2020-03-08,Kuwait,62,,4,
2020-03-09,Kuwait,64,,2,
2020-03-03,Latvia,1,,,
2020-03-04,Latvia,1,,0,
2020-03-05,Latvia,1,,0,
2020-03-06,Latvia,1,,0,
2020-03-07,Latvia,1,,0,
2020-03-08,Latvia,1,,0,
2020-03-09,Latvia,3,,2,
2020-02-22,Lebanon,1,,,
2020-02-23,Lebanon,1,,0,
2020-02-24,Lebanon,1,,0,
2020-02-25,Lebanon,1,,0,
2020-02-26,Lebanon,1,,0,
2020-02-27,Lebanon,2,,1,
2020-02-28,Lebanon,2,,0,
2020-02-29,Lebanon,2,,0,
2020-03-01,Lebanon,2,,0,
2020-03-02,Lebanon,10,,8,
2020-03-03,Lebanon,13,,3,
2020-03-04,Lebanon,13,,0,
2020-03-05,Lebanon,13,,0,
2020-03-06,Lebanon,16,,3,
2020-03-07,Lebanon,22,,6,
2020-03-08,Lebanon,28,,6,
2020-03-09,Lebanon,32,,4,
2020-03-05,Liechtenstein,1,,,
2020-03-06,Liechtenstein,1,,0,
2020-03-07,Liechtenstein,1,,0,
2020-03-08,Liechtenstein,1,,0,
2020-03-09,Liechtenstein,1,,0,
2020-02-28,Lithuania,1,,,
2020-02-29,Lithuania,1,,0,
2020-03-01,Lithuania,1,,0,
2020-03-02,Lithuania,1,,0,
2020-03-03,Lithuania,1,,0,
2020-03-04,Lithuania,1,,0,
2020-03-05,Lithuania,1,,0,
2020-03-06,Lithuania,1,,0,
2020-03-07,Lithuania,1,,0,
2020-03-08,Lithuania,1,,0,
2020-03-09,Lithuania,1,,0,
2020-03-02,Luxembourg,1,,,
2020-03-03,Luxembourg,1,,0,
2020-03-04,Luxembourg,1,,0,
2020-03-05,Luxembourg,1,,0,
2020-03-06,Luxembourg,1,,0,
2020-03-07,Luxembourg,2,,1,
2020-03-08,Luxembourg,2,,0,
2020-03-09,Luxembourg,2,,0,
2020-01-26,Malaysia,3,,,
2020-01-27,Malaysia,4,,1,
2020-01-28,Malaysia,4,,0,
2020-01-29,Malaysia,4,,0,
2020-01-30,Malaysia,7,,3,
2020-01-31,Malaysia,8,,1,
2020-02-01,Malaysia,8,,0,
2020-02-02,Malaysia,8,,0,
2020-02-03,Malaysia,8,,0,
2020-02-04,Malaysia,10,,2,
2020-02-05,Malaysia,10,,0,
2020-02-06,Malaysia,12,,2,
2020-02-07,Malaysia,14,,2,
2020-02-08,Malaysia,15,,1,
2020-02-09,Malaysia,17,,2,
2020-02-10,Malaysia,18,,1,
2020-02-11,Malaysia,18,,0,
2020-02-12,Malaysia,18,,0,
2020-02-13,Malaysia,18,,0,
2020-02-14,Malaysia,19,,1,
2020-02-15,Malaysia,21,,2,
2020-02-16,Malaysia,22,,1,
2020-02-17,Malaysia,22,,0,
2020-02-18,Malaysia,22,,0,
2020-02-19,Malaysia,22,,0,
2020-02-20,Malaysia,22,,0,
2020-02-21,Malaysia,22,,0,
2020-02-22,Malaysia,22,,0,
2020-02-23,Malaysia,22,,0,
2020-02-24,Malaysia,22,,0,
2020-02-25,Malaysia,22,,0,
2020-02-26,Malaysia,22,,0,
2020-02-27,Malaysia,22,,0,
2020-02-28,Malaysia,24,,2,
2020-02-29,Malaysia,24,,0,
2020-03-01,Malaysia,24,,0,
2020-03-02,Malaysia,24,,0,
2020-03-03,Malaysia,29,,5,
2020-03-04,Malaysia,50,,21,
2020-03-05,Malaysia,50,,0,
2020-03-06,Malaysia,55,,5,
2020-03-07,Malaysia,83,,28,
2020-03-08,Malaysia,93,,10,
2020-03-09,Malaysia,93,,0,
2020-03-08,Maldives,2,,,
2020-03-09,Maldives,4,,2,
2020-03-08,Malta,3,,,
2020-03-09,Malta,3,,0,
2020-03-08,Martinique,2,,,
2020-03-09,Martinique,2,,0,
2020-02-29,Mexico,2,,,
2020-03-01,Mexico,2,,0,
2020-03-02,Mexico,1,,-1,
2020-03-03,Mexico,5,,4,
2020-03-04,Mexico,5,,0,
2020-03-05,Mexico,5,,0,
2020-03-06,Mexico,5,,0,
2020-03-07,Mexico,5,,0,
2020-03-08,Mexico,7,,2,
2020-03-09,Mexico,7,,0,
2020-03-01,Monaco,1,,,
2020-03-02,Monaco,1,,0,
2020-03-03,Monaco,1,,0,
2020-03-04,Monaco,1,,0,
2020-03-05,Monaco,1,,0,
2020-03-06,Monaco,1,,0,
2020-03-07,Monaco,1,,0,
2020-03-08,Monaco,1,,0,
2020-03-09,Monaco,1,,0,
2020-03-03,Morocco,1,,,
2020-03-04,Morocco,1,,0,
2020-03-05,Morocco,2,,1,
2020-03-06,Morocco,2,,0,
2020-03-07,Morocco,2,,0,
2020-03-08,Morocco,2,,0,
2020-03-09,Morocco,2,,0,
2020-01-25,Nepal,1,,,
2020-01-26,Nepal,1,,0,
2020-01-27,Nepal,1,,0,
2020-01-28,Nepal,1,,0,
2020-01-29,Nepal,1,,0,
2020-01-30,Nepal,1,,0,
2020-01-31,Nepal,1,,0,
2020-02-01,Nepal,1,,0,
2020-02-02,Nepal,1,,0,
2020-02-03,Nepal,1,,0,
2020-02-04,Nepal,1,,0,
2020-02-05,Nepal,1,,0,
2020-02-06,Nepal,1,,0,
2020-02-07,Nepal,1,,0,
2020-02-08,Nepal,1,,0,
2020-02-09,Nepal,1,,0,
2020-02-10,Nepal,1,,0,
2020-02-11,Nepal,1,,0,
2020-02-12,Nepal,1,,0,
2020-02-13,Nepal,1,,0,
2020-02-14,Nepal,1,,0,
2020-02-15,Nepal,1,,0,
2020-02-16,Nepal,1,,0,
2020-02-17,Nepal,1,,0,
2020-02-18,Nepal,1,,0,
2020-02-19,Nepal,1,,0,
2020-02-20,Nepal,1,,0,
2020-02-21,Nepal,1,,0,
2020-02-22,Nepal,1,,0,
2020-02-23,Nepal,1,,0,
2020-02-24,Nepal,1,,0,
2020-02-25,Nepal,1,,0,
2020-02-26,Nepal,1,,0,
2020-02-27,Nepal,1,,0,
2020-02-28,Nepal,1,,0,
2020-02-29,Nepal,1,,0,
2020-03-01,Nepal,1,,0,
2020-03-02,Nepal,1,,0,
2020-03-03,Nepal,1,,0,
2020-03-04,Nepal,1,,0,
2020-03-05,Nepal,1,,0,
2020-03-06,Nepal,1,,0,
2020-03-07,Nepal,1,,0,
2020-03-08,Nepal,1,,0,
2020-03-09,Nepal,1,,0,
2020-02-28,Netherlands,1,,,
2020-02-29,Netherlands,2,,1,
2020-03-01,Netherlands,7,,5,
2020-03-02,Netherlands,13,,6,
2020-03-03,Netherlands,18,,5,
2020-03-04,Netherlands,28,,10,
2020-03-05,Netherlands,38,,10,
2020-03-06,Netherlands,82,,44,
2020-03-07,Netherlands,128,1,46,
2020-03-08,Netherlands,188,1,60,0
2020-03-09,Netherlands,265,3,77,2
2020-02-28,New Zealand,1,,,
2020-02-29,New Zealand,1,,0,
2020-03-01,New Zealand,1,,0,
2020-03-02,New Zealand,1,,0,
2020-03-03,New Zealand,2,,1,
2020-03-04,New Zealand,2,,0,
2020-03-05,New Zealand,2,,0,
2020-03-06,New Zealand,4,,2,
2020-03-07,New Zealand,5,,1,
2020-03-08,New Zealand,5,,0,
2020-03-09,New Zealand,5,,0,
2020-02-28,Nigeria,1,,,
2020-02-29,Nigeria,1,,0,
2020-03-01,Nigeria,1,,0,
2020-03-02,Nigeria,1,,0,
2020-03-03,Nigeria,1,,0,
2020-03-04,Nigeria,1,,0,
2020-03-05,Nigeria,1,,0,
2020-03-06,Nigeria,1,,0,
2020-03-07,Nigeria,1,,0,
2020-03-08,Nigeria,1,,0,
2020-03-09,Nigeria,2,,1,
2020-02-27,North Macedonia,1,,,
2020-02-28,North Macedonia,1,,0,
2020-02-29,North Macedonia,1,,0,
2020-03-01,North Macedonia,1,,0,
2020-03-02,North Macedonia,1,,0,
2020-03-03,North Macedonia,1,,0,
2020-03-04,North Macedonia,1,,0,
2020-03-05,North Macedonia,1,,0,
2020-03-06,North Macedonia,1,,0,
2020-03-07,North Macedonia,3,,2,
2020-03-08,North Macedonia,3,,0,
2020-03-09,North Macedonia,3,,0,
2020-02-27,Norway,1,,,
2020-02-28,Norway,4,,3,
2020-02-29,Norway,6,,2,
2020-03-01,Norway,15,,9,
2020-03-02,Norway,19,,4,
2020-03-03,Norway,25,,6,
2020-03-04,Norway,32,,7,
2020-03-05,Norway,56,,24,
2020-03-06,Norway,86,,30,
2020-03-07,Norway,113,,27,
2020-03-08,Norway,147,,34,
2020-03-09,Norway,169,,22,
2020-03-05,Occupied Palestinian Territory,4,,,
2020-03-06,Occupied Palestinian Territory,7,,3,
2020-03-07,Occupied Palestinian Territory,16,,9,
2020-03-08,Occupied Palestinian Territory,16,,0,
2020-03-09,Occupied Palestinian Territory,19,,3,
2020-02-25,Oman,2,,,
2020-02-26,Oman,4,,2,
2020-02-27,Oman,4,,0,
2020-02-28,Oman,6,,2,
2020-02-29,Oman,6,,0,
2020-03-01,Oman,6,,0,
2020-03-02,Oman,6,,0,
2020-03-03,Oman,6,,0,
2020-03-04,Oman,12,,6,
2020-03-05,Oman,15,,3,
2020-03-06,Oman,16,,1,
2020-03-07,Oman,16,,0,
2020-03-08,Oman,16,,0,
2020-03-09,Oman,16,,0,
2020-02-27,Pakistan,2,,,
2020-02-28,Pakistan,2,,0,
2020-02-29,Pakistan,2,,0,
2020-03-01,Pakistan,4,,2,
2020-03-02,Pakistan,4,,0,
2020-03-03,Pakistan,5,,1,
2020-03-04,Pakistan,5,,0,
2020-03-05,Pakistan,5,,0,
2020-03-06,Pakistan,5,,0,
2020-03-07,Pakistan,5,,0,
2020-03-08,Pakistan,5,,0,
2020-03-09,Pakistan,6,,1,
2020-03-09,Paraguay,1,,,
2020-03-07,Peru,1,,,
2020-03-08,Peru,6,,5,
2020-03-09,Peru,6,,0,
2020-01-30,Philippines,1,,,
2020-01-31,Philippines,1,,0,
2020-02-01,Philippines,1,,0,
2020-02-02,Philippines,2,1,1,
2020-02-03,Philippines,2,1,0,0
2020-02-04,Philippines,2,1,0,0
2020-02-05,Philippines,3,1,1,0
2020-02-06,Philippines,3,1,0,0
2020-02-07,Philippines,3,1,0,0
2020-02-08,Philippines,3,1,0,0
2020-02-09,Philippines,3,1,0,0
2020-02-10,Philippines,3,1,0,0
2020-02-11,Philippines,3,1,0,0
2020-02-12,Philippines,3,1,0,0
2020-02-13,Philippines,3,1,0,0
2020-02-14,Philippines,3,1,0,0
2020-02-15,Philippines,3,1,0,0
2020-02-16,Philippines,3,1,0,0
2020-02-17,Philippines,3,1,0,0
2020-02-18,Philippines,3,1,0,0
2020-02-19,Philippines,3,1,0,0
2020-02-20,Philippines,3,1,0,0
2020-02-21,Philippines,3,1,0,0
2020-02-22,Philippines,3,1,0,0
2020-02-23,Philippines,3,1,0,0
2020-02-24,Philippines,3,1,0,0
2020-02-25,Philippines,3,1,0,0
2020-02-26,Philippines,3,1,0,0
2020-02-27,Philippines,3,1,0,0
2020-02-28,Philippines,3,1,0,0
2020-02-29,Philippines,3,1,0,0
2020-03-01,Philippines,3,1,0,0
2020-03-02,Philippines,3,1,0,0
2020-03-03,Philippines,3,1,0,0
2020-03-04,Philippines,3,1,0,0
2020-03-05,Philippines,3,1,0,0
2020-03-06,Philippines,5,1,2,0
2020-03-07,Philippines,5,1,0,0
2020-03-08,Philippines,6,1,1,0
2020-03-09,Philippines,10,1,4,0
2020-03-04,Poland,1,,,
2020-03-05,Poland,1,,0,
2020-03-06,Poland,1,,0,
2020-03-07,Poland,5,,4,
2020-03-08,Poland,6,,1,
2020-03-09,Poland,11,,5,
2020-03-03,Portugal,2,,,
2020-03-04,Portugal,2,,0,
2020-03-05,Portugal,7,,5,
2020-03-06,Portugal,9,,2,
2020-03-07,Portugal,13,,4,
2020-03-08,Portugal,21,,8,
2020-03-09,Portugal,30,,9,
2020-03-01,Qatar,1,,,
2020-03-02,Qatar,3,,2,
2020-03-03,Qatar,7,,4,
2020-03-04,Qatar,8,,1,
2020-03-05,Qatar,8,,0,
2020-03-06,Qatar,8,,0,
2020-03-07,Qatar,11,,3,
2020-03-08,Qatar,12,,1,
2020-03-09,Qatar,15,,3,
2020-01-21,Republic of Korea,1,,,
2020-01-22,Republic of Korea,1,,0,
2020-01-23,Republic of Korea,1,,0,
2020-01-24,Republic of Korea,2,,1,
2020-01-25,Republic of Korea,2,,0,
2020-01-26,Republic of Korea,2,,0,
2020-01-27,Republic of Korea,4,,2,
2020-01-28,Republic of Korea,4,,0,
2020-01-29,Republic of Korea,4,,0,
2020-01-30,Republic of Korea,4,,0,
2020-01-31,Republic of Korea,11,,7,
2020-02-01,Republic of Korea,12,,1,
2020-02-02,Republic of Korea,15,,3,
2020-02-03,Republic of Korea,15,,0,
2020-02-04,Republic of Korea,16,,1,
2020-02-05,Republic of Korea,18,,2,
2020-02-06,Republic of Korea,23,,5,
2020-02-07,Republic of Korea,24,,1,
2020-02-08,Republic of Korea,24,,0,
2020-02-09,Republic of Korea,27,,3,
2020-02-10,Republic of Korea,27,,0,
2020-02-11,Republic of Korea,28,,1,
2020-02-12,Republic of Korea,28,,0,
2020-02-13,Republic of Korea,28,,0,
2020-02-14,Republic of Korea,28,,0,
2020-02-15,Republic of Korea,28,,0,
2020-02-16,Republic of Korea,29,,1,
2020-02-17,Republic of Korea,30,,1,
2020-02-18,Republic of Korea,31,,1,
2020-02-19,Republic of Korea,51,,20,
2020-02-20,Republic of Korea,104,1,53,
2020-02-21,Republic of Korea,204,1,100,0
2020-02-22,Republic of Korea,346,2,142,1
2020-02-23,Republic of Korea,602,5,256,3
2020-02-24,Republic of Korea,763,7,161,2
2020-02-25,Republic of Korea,977,10,214,3
2020-02-26,Republic of Korea,1261,12,284,2
2020-02-27,Republic of Korea,1766,13,505,1
2020-02-28,Republic of Korea,2337,13,571,0
2020-02-29,Republic of Korea,3150,17,813,4
2020-03-01,Republic of Korea,3736,18,586,1
2020-03-02,Republic of Korea,4212,22,476,4
2020-03-03,Republic of Korea,4812,28,600,6
2020-03-04,Republic of Korea,5328,32,516,4
2020-03-05,Republic of Korea,5766,35,438,3
2020-03-06,Republic of Korea,6284,42,518,7
2020-03-07,Republic of Korea,6767,44,483,2
2020-03-08,Republic of Korea,7134,50,367,6
2020-03-09,Republic of Korea,7382,51,248,1
2020-03-08,Republic of Moldova,1,,,
2020-03-09,Republic of Moldova,1,,0,
2020-02-27,Romania,1,,,
2020-02-28,Romania,1,,0,
2020-02-29,Romania,3,,2,
2020-03-01,Romania,3,,0,
2020-03-02,Romania,3,,0,
2020-03-03,Romania,3,,0,
2020-03-04,Romania,4,,1,
2020-03-05,Romania,4,,0,
2020-03-06,Romania,6,,2,
2020-03-07,Romania,7,,1,
2020-03-08,Romania,13,,6,
2020-03-09,Romania,15,,2,
2020-02-01,Russian Federation,2,,,
2020-02-02,Russian Federation,2,,0,
2020-02-03,Russian Federation,2,,0,
2020-02-04,Russian Federation,2,,0,
2020-02-05,Russian Federation,2,,0,
2020-02-06,Russian Federation,2,,0,
2020-02-07,Russian Federation,2,,0,
2020-02-08,Russian Federation,2,,0,
2020-02-09,Russian Federation,2,,0,
2020-02-10,Russian Federation,2,,0,
2020-02-11,Russian Federation,2,,0,
2020-02-12,Russian Federation,2,,0,
2020-02-13,Russian Federation,2,,0,
2020-02-14,Russian Federation,2,,0,
2020-02-15,Russian Federation,2,,0,
2020-02-16,Russian Federation,2,,0,
2020-02-17,Russian Federation,2,,0,
2020-02-18,Russian Federation,2,,0,
2020-02-19,Russian Federation,2,,0,
2020-02-20,Russian Federation,2,,0,
2020-02-21,Russian Federation,2,,0,
2020-02-22,Russian Federation,2,,0,
2020-02-23,Russian Federation,2,,0,
2020-02-24,Russian Federation,2,,0,
2020-02-25,Russian Federation,2,,0,
2020-02-26,Russian Federation,2,,0,
2020-02-27,Russian Federation,2,,0,
2020-02-28,Russian Federation,2,,0,
2020-02-29,Russian Federation,2,,0,
2020-03-01,Russian Federation,2,,0,
2020-03-02,Russian Federation,2,,0,
2020-03-03,Russian Federation,3,,1,
2020-03-04,Russian Federation,3,,0,
2020-03-05,Russian Federation,3,,0,
2020-03-06,Russian Federation,4,,1,
2020-03-07,Russian Federation,7,,3,
2020-03-08,Russian Federation,7,,0,
2020-03-09,Russian Federation,7,,0,
2020-03-05,Saint Barthélemy,1,,,
2020-03-06,Saint Barthélemy,1,,0,
2020-03-07,Saint Barthélemy,1,,0,
2020-03-08,Saint Barthélemy,1,,0,
2020-03-09,Saint Barthélemy,1,,0,
2020-03-05,Saint Martin,2,,,
2020-03-06,Saint Martin,2,,0,
2020-03-07,Saint Martin,2,,0,
2020-03-08,Saint Martin,2,,0,
2020-03-09,Saint Martin,2,,0,
2020-02-29,San Marino,1,,,
2020-03-01,San Marino,1,,0,
2020-03-02,San Marino,1,,0,
2020-03-03,San Marino,8,,7,
2020-03-04,San Marino,8,,0,
2020-03-05,San Marino,16,,8,
2020-03-06,San Marino,21,,5,
2020-03-07,San Marino,24,,3,
2020-03-08,San Marino,27,1,3,
2020-03-09,San Marino,37,1,10,0
2020-03-03,Saudi Arabia,1,,,
2020-03-04,Saudi Arabia,1,,0,
2020-03-05,Saudi Arabia,2,,1,
2020-03-06,Saudi Arabia,8,,6,
2020-03-07,Saudi Arabia,8,,0,
2020-03-08,Saudi Arabia,11,,3,
2020-03-09,Saudi Arabia,15,,4,
2020-03-03,Senegal,1,,,
2020-03-04,Senegal,1,,0,
2020-03-05,Senegal,4,,3,
2020-03-06,Senegal,4,,0,
2020-03-07,Senegal,4,,0,
2020-03-08,Senegal,4,,0,
2020-03-09,Senegal,4,,0,
2020-03-06,Serbia,1,,,
2020-03-07,Serbia,1,,0,
2020-03-08,Serbia,1,,0,
2020-03-09,Serbia,1,,0,
2020-01-24,Singapore,1,,,
2020-01-25,Singapore,3,,2,
2020-01-26,Singapore,4,,1,
2020-01-27,Singapore,4,,0,
2020-01-28,Singapore,7,,3,
2020-01-29,Singapore,7,,0,
2020-01-30,Singapore,10,,3,
2020-01-31,Singapore,13,,3,
2020-02-01,Singapore,16,,3,
2020-02-02,Singapore,18,,2,
2020-02-03,Singapore,18,,0,
2020-02-04,Singapore,18,,0,
2020-02-05,Singapore,24,,6,
2020-02-06,Singapore,28,,4,
2020-02-07,Singapore,30,,2,
2020-02-08,Singapore,33,,3,
2020-02-09,Singapore,40,,7,
2020-02-10,Singapore,43,,3,
2020-02-11,Singapore,45,,2,
2020-02-12,Singapore,47,,2,
2020-02-13,Singapore,50,,3,
2020-02-14,Singapore,58,,8,
2020-02-15,Singapore,67,,9,
2020-02-16,Singapore,72,,5,
2020-02-17,Singapore,75,,3,
2020-02-18,Singapore,77,,2,
2020-02-19,Singapore,81,,4,
2020-02-20,Singapore,84,,3,
2020-02-21,Singapore,85,,1,
2020-02-22,Singapore,86,,1,
2020-02-23,Singapore,89,,3,
2020-02-24,Singapore,89,,0,
2020-02-25,Singapore,90,,1,
2020-02-26,Singapore,91,,1,
2020-02-27,Singapore,93,,2,
2020-02-28,Singapore,96,,3,
2020-02-29,Singapore,98,,2,
2020-03-01,Singapore,102,,4,
2020-03-02,Singapore,106,,4,
2020-03-03,Singapore,108,,2,
2020-03-04,Singapore,110,,2,
2020-03-05,Singapore,110,,0,
2020-03-06,Singapore,117,,7,
2020-03-07,Singapore,130,,13,
2020-03-08,Singapore,138,,8,
2020-03-09,Singapore,150,,12,
2020-03-07,Slovakia,1,,,
2020-03-08,Slovakia,3,,2,
2020-03-09,Slovakia,5,,2,
2020-03-05,Slovenia,1,,,
2020-03-06,Slovenia,6,,5,
2020-03-07,Slovenia,9,,3,
2020-03-08,Slovenia,12,,3,
2020-03-09,Slovenia,16,,4,
2020-03-06,South Africa,1,,,
2020-03-07,South Africa,1,,0,
2020-03-08,South Africa,2,,1,
2020-03-09,South Africa,3,,1,
2020-02-01,Spain,1,,,
2020-02-02,Spain,1,,0,
2020-02-03,Spain,1,,0,
2020-02-04,Spain,1,,0,
2020-02-05,Spain,1,,0,
2020-02-06,Spain,1,,0,
2020-02-07,Spain,1,,0,
2020-02-08,Spain,1,,0,
2020-02-09,Spain,1,,0,
2020-02-10,Spain,2,,1,
2020-02-11,Spain,2,,0,
2020-02-12,Spain,2,,0,
2020-02-13,Spain,2,,0,
2020-02-14,Spain,2,,0,
2020-02-15,Spain,2,,0,
2020-02-16,Spain,2,,0,
2020-02-17,Spain,2,,0,
2020-02-18,Spain,2,,0,
2020-02-19,Spain,2,,0,
2020-02-20,Spain,2,,0,
2020-02-21,Spain,2,,0,
2020-02-22,Spain,2,,0,
2020-02-23,Spain,2,,0,
2020-02-24,Spain,2,,0,
2020-02-25,Spain,2,,0,
2020-02-26,Spain,2,,0,
2020-02-27,Spain,12,,10,
2020-02-28,Spain,25,,13,
2020-02-29,Spain,32,,7,
2020-03-01,Spain,45,,13,
2020-03-02,Spain,45,,0,
2020-03-03,Spain,114,,69,
2020-03-04,Spain,151,,37,
2020-03-05,Spain,198,1,47,
2020-03-06,Spain,257,3,59,2
2020-03-07,Spain,374,5,117,2
2020-03-08,Spain,430,5,56,0
2020-03-09,Spain,589,10,159,5
2020-01-28,Sri Lanka,1,,,
2020-01-29,Sri Lanka,1,,0,
2020-01-30,Sri Lanka,1,,0,
2020-01-31,Sri Lanka,1,,0,
2020-02-01,Sri Lanka,1,,0,
2020-02-02,Sri Lanka,1,,0,
2020-02-03,Sri Lanka,1,,0,
2020-02-04,Sri Lanka,1,,0,
2020-02-05,Sri Lanka,1,,0,
2020-02-06,Sri Lanka,1,,0,
2020-02-07,Sri Lanka,1,,0,
2020-02-08,Sri Lanka,1,,0,
2020-02-09,Sri Lanka,1,,0,
2020-02-10,Sri Lanka,1,,0,
2020-02-11,Sri Lanka,1,,0,
2020-02-12,Sri Lanka,1,,0,
2020-02-13,Sri Lanka,1,,0,
2020-02-14,Sri Lanka,1,,0,
2020-02-15,Sri Lanka,1,,0,
2020-02-16,Sri Lanka,1,,0,
2020-02-17,Sri Lanka,1,,0,
2020-02-18,Sri Lanka,1,,0,
2020-02-19,Sri Lanka,1,,0,
2020-02-20,Sri Lanka,1,,0,
2020-02-21,Sri Lanka,1,,0,
2020-02-22,Sri Lanka,1,,0,
2020-02-23,Sri Lanka,1,,0,
2020-02-24,Sri Lanka,1,,0,
2020-02-25,Sri Lanka,1,,0,
2020-02-26,Sri Lanka,1,,0,
2020-02-27,Sri Lanka,1,,0,
2020-02-28,Sri Lanka,1,,0,
2020-02-29,Sri Lanka,1,,0,
2020-03-01,Sri Lanka,1,,0,
2020-03-02,Sri Lanka,1,,0,
2020-03-03,Sri Lanka,1,,0,
2020-03-04,Sri Lanka,1,,0,
2020-03-05,Sri Lanka,1,,0,
2020-03-06,Sri Lanka,1,,0,
2020-03-07,Sri Lanka,1,,0,
2020-03-08,Sri Lanka,1,,0,
2020-03-09,Sri Lanka,1,,0,
2020-02-01,Sweden,1,,,
2020-02-02,Sweden,1,,0,
2020-02-03,Sweden,1,,0,
2020-02-04,Sweden,1,,0,
2020-02-05,Sweden,1,,0,
2020-02-06,Sweden,1,,0,
2020-02-07,Sweden,1,,0,
2020-02-08,Sweden,1,,0,
2020-02-09,Sweden,1,,0,
2020-02-10,Sweden,1,,0,
2020-02-11,Sweden,1,,0,
2020-02-12,Sweden,1,,0,
2020-02-13,Sweden,1,,0,
2020-02-14,Sweden,1,,0,
2020-02-15,Sweden,1,,0,
2020-02-16,Sweden,1,,0,
2020-02-17,Sweden,1,,0,
2020-02-18,Sweden,1,,0,
2020-02-19,Sweden,1,,0,
2020-02-20,Sweden,1,,0,
2020-02-21,Sweden,1,,0,
2020-02-22,Sweden,1,,0,
2020-02-23,Sweden,1,,0,
2020-02-24,Sweden,1,,0,
2020-02-25,Sweden,1,,0,
2020-02-26,Sweden,1,,0,
2020-02-27,Sweden,2,,1,
2020-02-28,Sweden,7,,5,
2020-02-29,Sweden,12,,5,
2020-03-01,Sweden,13,,1,
2020-03-02,Sweden,14,,1,
2020-03-03,Sweden,15,,1,
2020-03-04,Sweden,24,,9,
2020-03-05,Sweden,35,,11,
2020-03-06,Sweden,61,,26,
2020-03-07,Sweden,137,,76,
2020-03-08,Sweden,161,,24,
2020-03-09,Sweden,203,,42,
2020-02-26,Switzerland,1,,,
2020-02-27,Switzerland,1,,0,
2020-02-28,Switzerland,6,,5,
2020-02-29,Switzerland,10,,4,
2020-03-01,Switzerland,18,,8,
2020-03-02,Switzerland,24,,6,
2020-03-03,Switzerland,30,,6,
