date,location,new_cases,new_deaths,total_cases,total_deaths
2020-03-05,Estonia,0,,2,
2020-03-06,Estonia,1,,3,
2020-03-07,Estonia,7,,10,
2020-03-08,Estonia,0,,10,
2020-03-09,Estonia,0,,10,
2020-03-10,Estonia,0,,10,
2020-03-11,Estonia,3,,13,
2020-03-12,Estonia,0,,13,
2020-03-13,Estonia,0,,13,
2020-03-14,Estonia,66,,79,
2020-03-15,Estonia,0,,79,
2020-03-16,Estonia,126,,205,
2020-03-17,Estonia,0,,205,
2020-03-15,Swaziland,,,1,
2020-03-16,Swaziland,0,,1,
2020-03-17,Swaziland,0,,1,
2020-03-14,Ethiopia,,,1,
2020-03-15,Ethiopia,0,,1,
2020-03-16,Ethiopia,0,,1,
2020-03-17,Ethiopia,4,,5,
2020-03-08,Faeroe Islands,,,1,
2020-03-09,Faeroe Islands,1,,2,
2020-03-10,Faeroe Islands,0,,2,
2020-03-11,Faeroe Islands,0,,2,
2020-03-12,Faeroe Islands,0,,2,
2020-03-13,Faeroe Islands,0,,2,
2020-03-14,Faeroe Islands,1,,3,
2020-03-15,Faeroe Islands,6,,9,
2020-03-16,Faeroe Islands,2,,11,
2020-03-17,Faeroe Islands,36,,47,
2020-01-30,Finland,,,1,
2020-01-31,Finland,0,,1,
2020-02-01,Finland,0,,1,
2020-02-02,Finland,0,,1,
2020-02-03,Finland,0,,1,
2020-02-04,Finland,0,,1,
2020-02-05,Finland,0,,1,
2020-02-06,Finland,0,,1,
2020-02-07,Finland,0,,1,
2020-02-08,Finland,0,,1,
2020-02-09,Finland,0,,1,
2020-02-10,Finland,0,,1,
2020-02-11,Finland,0,,1,
2020-02-12,Finland,0,,1,
2020-02-13,Finland,0,,1,
2020-02-14,Finland,0,,1,
2020-02-15,Finland,0,,1,
2020-02-16,Finland,0,,1,
2020-02-17,Finland,0,,1,
2020-02-18,Finland,0,,1,
2020-02-19,Finland,0,,1,
2020-02-20,Finland,0,,1,
2020-02-21,Finland,0,,1,
2020-02-22,Finland,0,,1,
2020-02-23,Finland,0,,1,
2020-02-24,Finland,0,,1,
2020-02-25,Finland,0,,1,
2020-02-26,Finland,0,,1,
2020-02-27,Finland,1,,2,
2020-02-28,Finland,0,,2,
2020-02-29,Finland,0,,2,
2020-03-01,Finland,0,,2,
2020-03-02,Finland,4,,6,
2020-03-03,Finland,1,,7,
2020-03-04,Finland,0,,7,
2020-03-05,Finland,0,,7,
2020-03-06,Finland,5,,12,
2020-03-07,Finland,7,,19,
2020-03-08,Finland,0,,19,
2020-03-09,Finland,11,,30,
2020-03-10,Finland,10,,40,
2020-03-11,Finland,0,,40,
2020-03-12,Finland,0,,40,
2020-03-13,Finland,69,,109,
2020-03-14,Finland,0,,109,
2020-03-15,Finland,101,,210,
2020-03-16,Finland,57,,267,
2020-03-17,Finland,5,,272,
2020-01-25,France,,,3,
2020-01-26,France,0,,3,
2020-01-27,France,0,,3,
2020-01-28,France,0,,3,
2020-01-29,France,1,,4,
2020-01-30,France,1,,5,
2020-01-31,France,1,,6,
2020-02-01,France,0,,6,
2020-02-02,France,0,,6,
2020-02-03,France,0,,6,
2020-02-04,France,0,,6,
2020-02-05,France,0,,6,
2020-02-06,France,0,,6,
2020-02-07,France,0,,6,
2020-02-08,France,0,,6,
2020-02-09,France,5,,11,
2020-02-10,France,0,,11,
2020-02-11,France,0,,11,
2020-02-12,France,0,,11,
2020-02-13,France,0,,11,
2020-02-14,France,0,,11,
2020-02-15,France,0,,11,
2020-02-16,France,1,,12,1
2020-02-17,France,0,0,12,1
2020-02-18,France,0,0,12,1
2020-02-19,France,0,0,12,1
2020-02-20,France,0,0,12,1
2020-02-21,France,0,0,12,1
2020-02-22,France,0,0,12,1
2020-02-23,France,0,0,12,1
2020-02-24,France,0,0,12,1
2020-02-25,France,0,0,12,1
2020-02-26,France,0,0,12,1
2020-02-27,France,6,1,18,2
2020-02-28,France,20,0,38,2
2020-02-29,France,19,0,57,2
2020-03-01,France,43,0,100,2
2020-03-02,France,0,0,100,2
2020-03-03,France,91,1,191,3
2020-03-04,France,21,1,212,4
2020-03-05,France,70,0,282,4
2020-03-06,France,138,2,420,6
2020-03-07,France,193,3,613,9
2020-03-08,France,93,1,706,10
2020-03-09,France,410,9,1116,19
2020-03-10,France,286,11,1402,30
2020-03-11,France,372,3,1774,33
2020-03-12,France,495,15,2269,48
2020-03-13,France,591,13,2860,61
2020-03-14,France,780,18,3640,79
2020-03-15,France,829,12,4469,91
2020-03-16,France,911,36,5380,127
2020-03-17,France,1193,21,6573,148
2020-03-08,French Guiana,,,5,
2020-03-09,French Guiana,0,,5,
2020-03-10,French Guiana,0,,5,
2020-03-11,French Guiana,0,,5,
2020-03-12,French Guiana,0,,5,
2020-03-13,French Guiana,1,,6,
2020-03-14,French Guiana,0,,6,
2020-03-15,French Guiana,1,,7,
2020-03-16,French Guiana,0,,7,
2020-03-17,French Guiana,0,,7,
2020-03-12,French Polynesia,,,1,
2020-03-13,French Polynesia,0,,1,
2020-03-14,French Polynesia,0,,1,
2020-03-15,French Polynesia,2,,3,
2020-03-16,French Polynesia,0,,3,
2020-03-17,French Polynesia,0,,3,
2020-03-14,Gabon,,,1,
2020-03-15,Gabon,0,,1,
2020-03-16,Gabon,0,,1,
2020-03-17,Gabon,0,,1,
2020-02-27,Georgia,,,1,
2020-02-28,Georgia,0,,1,
2020-02-29,Georgia,1,,2,
2020-03-01,Georgia,1,,3,
2020-03-02,Georgia,0,,3,
2020-03-03,Georgia,0,,3,
2020-03-04,Georgia,0,,3,
2020-03-05,Georgia,0,,3,
2020-03-06,Georgia,6,,9,
2020-03-07,Georgia,0,,9,
2020-03-08,Georgia,3,,12,
2020-03-09,Georgia,1,,13,
2020-03-10,Georgia,2,,15,
2020-03-11,Georgia,8,,23,
2020-03-12,Georgia,0,,23,
2020-03-13,Georgia,2,,25,
2020-03-14,Georgia,0,,25,
2020-03-15,Georgia,5,,30,
2020-03-16,Georgia,3,,33,
2020-03-17,Georgia,0,,33,
2020-01-28,Germany,,,1,
2020-01-29,Germany,3,,4,
2020-01-30,Germany,0,,4,
2020-01-31,Germany,1,,5,
2020-02-01,Germany,2,,7,
2020-02-02,Germany,1,,8,
2020-02-03,Germany,2,,10,
2020-02-04,Germany,2,,12,
2020-02-05,Germany,0,,12,
2020-02-06,Germany,0,,12,
2020-02-07,Germany,1,,13,
2020-02-08,Germany,1,,14,
2020-02-09,Germany,0,,14,
2020-02-10,Germany,0,,14,
2020-02-11,Germany,0,,14,
2020-02-12,Germany,2,,16,
2020-02-13,Germany,0,,16,
2020-02-14,Germany,0,,16,
2020-02-15,Germany,0,,16,
2020-02-16,Germany,0,,16,
2020-02-17,Germany,0,,16,
2020-02-18,Germany,0,,16,
2020-02-19,Germany,0,,16,
2020-02-20,Germany,0,,16,
2020-02-21,Germany,0,,16,
2020-02-22,Germany,0,,16,
2020-02-23,Germany,0,,16,
2020-02-24,Germany,0,,16,
2020-02-25,Germany,0,,16,
2020-02-26,Germany,2,,18,
2020-02-27,Germany,3,,21,
2020-02-28,Germany,5,,26,
2020-02-29,Germany,31,,57,
2020-03-01,Germany,0,,57,
2020-03-02,Germany,72,,129,
2020-03-03,Germany,28,,157,
2020-03-04,Germany,39,,196,
2020-03-05,Germany,66,,262,
2020-03-06,Germany,272,,534,
2020-03-07,Germany,105,,639,
2020-03-08,Germany,156,,795,
2020-03-09,Germany,317,,1112,
2020-03-10,Germany,27,,1139,2
2020-03-11,Germany,157,0,1296,2
2020-03-12,Germany,271,1,1567,3
2020-03-13,Germany,802,3,2369,6
2020-03-14,Germany,693,0,3062,6
2020-03-15,Germany,733,2,3795,8
2020-03-16,Germany,1043,4,4838,12
2020-03-17,Germany,1174,1,6012,13
2020-03-14,Ghana,,,1,
2020-03-15,Ghana,1,,2,
2020-03-16,Ghana,0,,2,
2020-03-17,Ghana,4,,6,
2020-03-05,Gibraltar,,,1,
2020-03-06,Gibraltar,0,,1,
2020-03-07,Gibraltar,0,,1,
2020-03-08,Gibraltar,0,,1,
2020-03-09,Gibraltar,0,,1,
2020-03-10,Gibraltar,0,,1,
2020-03-11,Gibraltar,0,,1,
2020-03-12,Gibraltar,0,,1,
2020-03-13,Gibraltar,0,,1,
2020-03-14,Gibraltar,0,,1,
2020-03-15,Gibraltar,0,,1,
2020-03-16,Gibraltar,0,,1,
2020-03-17,Gibraltar,2,,3,
2020-02-27,Greece,,,1,
2020-02-28,Greece,2,,3,
2020-02-29,Greece,0,,3,
2020-03-01,Greece,0,,3,
2020-03-02,Greece,4,,7,
2020-03-03,Greece,0,,7,
2020-03-04,Greece,0,,7,
2020-03-05,Greece,2,,9,
2020-03-06,Greece,23,,32,
2020-03-07,Greece,0,,32,
2020-03-08,Greece,34,,66,
2020-03-09,Greece,7,,73,
2020-03-10,Greece,0,,73,
2020-03-11,Greece,16,,89,
2020-03-12,Greece,9,,98,1
2020-03-13,Greece,0,0,98,1
2020-03-14,Greece,0,0,98,1
2020-03-15,Greece,130,1,228,2
2020-03-16,Greece,103,2,331,4
2020-03-17,Greece,0,0,331,4
2020-03-14,Guadeloupe,,,1,
2020-03-15,Guadeloupe,2,,3,
2020-03-16,Guadeloupe,3,,6,
2020-03-17,Guadeloupe,12,,18,
2020-03-17,Guam,,,3,
2020-03-16,Guatemala,,,1,1
2020-03-17,Guatemala,0,0,1,1
2020-03-10,Guernsey,,,1,
2020-03-11,Guernsey,0,,1,
2020-03-12,Guernsey,0,,1,
2020-03-13,Guernsey,0,,1,
2020-03-14,Guernsey,0,,1,
2020-03-15,Guernsey,0,,1,
2020-03-16,Guernsey,0,,1,
2020-03-17,Guernsey,0,,1,
2020-03-14,Guinea,,,1,
2020-03-15,Guinea,0,,1,
2020-03-16,Guinea,0,,1,
2020-03-17,Guinea,0,,1,
2020-03-13,Guyana,,,1,1
2020-03-14,Guyana,0,0,1,1
2020-03-15,Guyana,0,0,1,1
2020-03-16,Guyana,3,0,4,1
2020-03-17,Guyana,0,0,4,1
2020-03-07,Vatican,,,1,
2020-03-08,Vatican,0,,1,
2020-03-09,Vatican,0,,1,
2020-03-10,Vatican,0,,1,
2020-03-11,Vatican,0,,1,
2020-03-12,Vatican,0,,1,
2020-03-13,Vatican,0,,1,
2020-03-14,Vatican,0,,1,
2020-03-15,Vatican,0,,1,
2020-03-16,Vatican,0,,1,
2020-03-17,Vatican,0,,1,
2020-03-12,Honduras,,,2,
2020-03-13,Honduras,0,,2,
2020-03-14,Honduras,0,,2,
2020-03-15,Honduras,0,,2,
2020-03-16,Honduras,0,,2,
2020-03-17,Honduras,6,,8,
2020-03-05,Hungary,,,2,
2020-03-06,Hungary,0,,2,
2020-03-07,Hungary,3,,5,
2020-03-08,Hungary,2,,7,
2020-03-09,Hungary,2,,9,
2020-03-10,Hungary,0,,9,
2020-03-11,Hungary,4,,13,
2020-03-12,Hungary,0,,13,
2020-03-13,Hungary,3,,16,
2020-03-14,Hungary,3,,19,
2020-03-15,Hungary,13,,32,
2020-03-16,Hungary,7,,39,1
2020-03-17,Hungary,11,0,50,1
2020-03-02,Iceland,,,2,
2020-03-03,Iceland,7,,9,
2020-03-04,Iceland,7,,16,
2020-03-05,Iceland,10,,26,
2020-03-06,Iceland,0,,26,
2020-03-07,Iceland,19,,45,
2020-03-08,Iceland,0,,45,
2020-03-09,Iceland,10,,55,
2020-03-10,Iceland,0,,55,
2020-03-11,Iceland,6,,61,
2020-03-12,Iceland,0,,61,
2020-03-13,Iceland,0,,61,
2020-03-14,Iceland,0,,61,
2020-03-15,Iceland,77,,138,
2020-03-16,Iceland,0,,138,
2020-03-17,Iceland,61,,199,
2020-01-30,India,,,1,
2020-01-31,India,0,,1,
2020-02-01,India,0,,1,
2020-02-02,India,1,,2,
2020-02-03,India,1,,3,
2020-02-04,India,0,,3,
2020-02-05,India,0,,3,
2020-02-06,India,0,,3,
2020-02-07,India,0,,3,
2020-02-08,India,0,,3,
2020-02-09,India,0,,3,
2020-02-10,India,0,,3,
2020-02-11,India,0,,3,
2020-02-12,India,0,,3,
2020-02-13,India,0,,3,
2020-02-14,India,0,,3,
2020-02-15,India,0,,3,
2020-02-16,India,0,,3,
2020-02-17,India,0,,3,
2020-02-18,India,0,,3,
2020-02-19,India,0,,3,
2020-02-20,India,0,,3,
2020-02-21,India,0,,3,
2020-02-22,India,0,,3,
2020-02-23,India,0,,3,
2020-02-24,India,0,,3,
2020-02-25,India,0,,3,
2020-02-26,India,0,,3,
2020-02-27,India,0,,3,
2020-02-28,India,0,,3,
2020-02-29,India,0,,3,
2020-03-01,India,0,,3,
2020-03-02,India,0,,3,
2020-03-03,India,2,,5,
2020-03-04,India,1,,6,
2020-03-05,India,23,,29,
2020-03-06,India,1,,30,
2020-03-07,India,1,,31,
2020-03-08,India,3,,34,
2020-03-09,India,9,,43,
2020-03-10,India,1,,44,
2020-03-11,India,16,,60,
2020-03-12,India,13,,73,
2020-03-13,India,1,,74,1
2020-03-14,India,8,1,82,2
2020-03-15,India,25,0,107,2
2020-03-16,India,7,0,114,2
2020-03-17,India,23,1,137,3
2020-03-02,Indonesia,,,2,
2020-03-03,Indonesia,0,,2,
2020-03-04,Indonesia,0,,2,
2020-03-05,Indonesia,0,,2,
2020-03-06,Indonesia,0,,2,
2020-03-07,Indonesia,0,,2,
2020-03-08,Indonesia,4,,6,
2020-03-09,Indonesia,0,,6,
2020-03-10,Indonesia,13,,19,
2020-03-11,Indonesia,8,,27,1
2020-03-12,Indonesia,7,0,34,1
2020-03-13,Indonesia,0,0,34,1
2020-03-14,Indonesia,35,2,69,3
2020-03-15,Indonesia,48,1,117,4
2020-03-16,Indonesia,0,0,117,4
2020-03-17,Indonesia,55,1,172,5
2020-02-06,International,,,20,
2020-02-07,International,41,,61,
2020-02-08,International,3,,64,
2020-02-09,International,0,,64,
2020-02-10,International,6,,70,
2020-02-11,International,65,,135,
2020-02-12,International,40,,175,
2020-02-13,International,-1,,174,
2020-02-14,International,44,,218,
2020-02-15,International,0,,218,
2020-02-16,International,137,,355,
2020-02-17,International,99,,454,
2020-02-18,International,0,,454,
2020-02-19,International,88,,542,
2020-02-20,International,79,,621,2
2020-02-21,International,13,0,634,2
2020-02-22,International,0,0,634,2
2020-02-23,International,0,1,634,3
2020-02-24,International,61,0,695,3
2020-02-25,International,-4,0,691,3
2020-02-26,International,0,0,691,3
2020-02-27,International,14,1,705,4
2020-02-28,International,0,0,705,4
2020-02-29,International,0,2,705,6
2020-03-01,International,0,0,705,6
2020-03-02,International,1,0,706,6
2020-03-03,International,0,0,706,6
2020-03-04,International,0,0,706,6
2020-03-05,International,0,0,706,6
2020-03-06,International,-10,0,696,6
2020-03-07,International,0,0,696,6
2020-03-08,International,0,1,696,7
2020-03-09,International,0,0,696,7
2020-03-10,International,0,0,696,7
2020-03-11,International,0,0,696,7
2020-03-12,International,0,0,696,7
2020-03-13,International,0,0,696,7
2020-03-14,International,1,0,697,7
2020-03-15,International,0,0,697,7
2020-03-16,International,15,0,712,7
2020-03-17,International,0,0,712,7
2020-02-20,Iran,,,2,2
2020-02-21,Iran,3,0,5,2
2020-02-22,Iran,13,2,18,4
2020-02-23,Iran,10,1,28,5
2020-02-24,Iran,15,3,43,8
2020-02-25,Iran,18,4,61,12
2020-02-26,Iran,34,3,95,15
2020-02-27,Iran,46,7,141,22
2020-02-28,Iran,104,4,245,26
2020-02-29,Iran,143,8,388,34
2020-03-01,Iran,205,9,593,43
2020-03-02,Iran,385,11,978,54
2020-03-03,Iran,523,12,1501,66
2020-03-04,Iran,835,11,2336,77
2020-03-05,Iran,586,15,2922,92
2020-03-06,Iran,591,15,3513,107
2020-03-07,Iran,1234,17,4747,124
2020-03-08,Iran,1076,21,5823,145
2020-03-09,Iran,743,49,6566,194
2020-03-10,Iran,595,43,7161,237
2020-03-11,Iran,881,54,8042,291
2020-03-12,Iran,958,63,9000,354
2020-03-13,Iran,1075,75,10075,429
2020-03-14,Iran,1289,85,11364,514
2020-03-15,Iran,1365,94,12729,608
2020-03-16,Iran,2262,245,14991,853
2020-03-17,Iran,0,0,14991,853
2020-02-25,Iraq,,,1,
2020-02-26,Iraq,4,,5,
2020-02-27,Iraq,1,,6,
2020-02-28,Iraq,1,,7,
2020-02-29,Iraq,1,,8,
2020-03-01,Iraq,5,,13,
2020-03-02,Iraq,6,,19,
2020-03-03,Iraq,7,,26,
2020-03-04,Iraq,5,,31,
2020-03-05,Iraq,5,,36,2
2020-03-06,Iraq,0,0,36,2
2020-03-07,Iraq,8,2,44,4
2020-03-08,Iraq,10,0,54,4
2020-03-09,Iraq,6,2,60,6
2020-03-10,Iraq,1,0,61,6
2020-03-11,Iraq,0,0,61,6
2020-03-12,Iraq,9,1,70,7
2020-03-13,Iraq,0,0,70,7
2020-03-14,Iraq,23,2,93,9
2020-03-15,Iraq,0,0,93,9
2020-03-16,Iraq,31,0,124,9
2020-03-17,Iraq,0,0,124,9
2020-03-01,Ireland,,,1,
2020-03-02,Ireland,0,,1,
2020-03-03,Ireland,0,,1,
2020-03-04,Ireland,1,,2,
2020-03-05,Ireland,0,,2,
2020-03-06,Ireland,12,,14,
2020-03-07,Ireland,4,,18,
2020-03-08,Ireland,1,,19,
2020-03-09,Ireland,2,,21,
2020-03-10,Ireland,3,,24,
2020-03-11,Ireland,10,,34,
2020-03-12,Ireland,9,,43,1
2020-03-13,Ireland,27,0,70,1
2020-03-14,Ireland,20,0,90,1
2020-03-15,Ireland,39,1,129,2
2020-03-16,Ireland,40,0,169,2
2020-03-17,Ireland,54,0,223,2
2020-02-22,Israel,,,1,
2020-02-23,Israel,0,,1,
2020-02-24,Israel,0,,1,
2020-02-25,Israel,1,,2,
2020-02-26,Israel,0,,2,
2020-02-27,Israel,0,,2,
2020-02-28,Israel,1,,3,
2020-02-29,Israel,2,,5,
2020-03-01,Israel,2,,7,
2020-03-02,Israel,0,,7,
2020-03-03,Israel,3,,10,
2020-03-04,Israel,2,,12,
2020-03-05,Israel,3,,15,
2020-03-06,Israel,0,,15,
2020-03-07,Israel,4,,19,
2020-03-08,Israel,6,,25,
2020-03-09,Israel,14,,39,
2020-03-10,Israel,0,,39,
2020-03-11,Israel,36,,75,
2020-03-12,Israel,0,,75,
2020-03-13,Israel,0,,75,
2020-03-14,Israel,25,,100,
2020-03-15,Israel,78,,178,
2020-03-16,Israel,22,,200,
2020-03-17,Israel,50,,250,
2020-01-31,Italy,,,2,
2020-02-01,Italy,0,,2,
2020-02-02,Italy,0,,2,
2020-02-03,Italy,0,,2,
2020-02-04,Italy,0,,2,
2020-02-05,Italy,0,,2,
2020-02-06,Italy,0,,2,
2020-02-07,Italy,1,,3,
2020-02-08,Italy,0,,3,
2020-02-09,Italy,0,,3,
2020-02-10,Italy,0,,3,
2020-02-11,Italy,0,,3,
2020-02-12,Italy,0,,3,
2020-02-13,Italy,0,,3,
2020-02-14,Italy,0,,3,
2020-02-15,Italy,0,,3,
2020-02-16,Italy,0,,3,
2020-02-17,Italy,0,,3,
2020-02-18,Italy,0,,3,
2020-02-19,Italy,0,,3,
2020-02-20,Italy,0,,3,
2020-02-21,Italy,0,,3,
2020-02-22,Italy,6,,9,
2020-02-23,Italy,67,,76,2
2020-02-24,Italy,48,0,124,2
2020-02-25,Italy,105,4,229,6
2020-02-26,Italy,93,5,322,11
2020-02-27,Italy,78,1,400,12
2020-02-28,Italy,250,5,650,17
2020-02-29,Italy,238,4,888,21
2020-03-01,Italy,240,8,1128,29
2020-03-02,Italy,561,6,1689,35
2020-03-03,Italy,347,17,2036,52
2020-03-04,Italy,466,28,2502,80
2020-03-05,Italy,587,27,3089,107
2020-03-06,Italy,769,41,3858,148
2020-03-07,Italy,778,49,4636,197
2020-03-08,Italy,1247,37,5883,234
2020-03-09,Italy,1492,132,7375,366
2020-03-10,Italy,1797,97,9172,463
2020-03-11,Italy,977,168,10149,631
2020-03-12,Italy,2313,196,12462,827
2020-03-13,Italy,2651,189,15113,1016
2020-03-14,Italy,2547,252,17660,1268
2020-03-15,Italy,3497,173,21157,1441
2020-03-16,Italy,3590,368,24747,1809
2020-03-17,Italy,3233,694,27980,2503
2020-03-11,Jamaica,,,1,
2020-03-12,Jamaica,0,,1,
2020-03-13,Jamaica,0,,1,
2020-03-14,Jamaica,6,,7,
2020-03-15,Jamaica,1,,8,
2020-03-16,Jamaica,2,,10,
2020-03-17,Jamaica,0,,10,
2020-01-21,Japan,,,1,
2020-01-22,Japan,0,,1,
2020-01-23,Japan,0,,1,
2020-01-24,Japan,0,,1,
2020-01-25,Japan,2,,3,
2020-01-26,Japan,0,,3,
2020-01-27,Japan,1,,4,
2020-01-28,Japan,2,,6,
2020-01-29,Japan,1,,7,
2020-01-30,Japan,4,,11,
2020-01-31,Japan,3,,14,
2020-02-01,Japan,3,,17,
2020-02-02,Japan,3,,20,
2020-02-03,Japan,0,,20,
2020-02-04,Japan,0,,20,
2020-02-05,Japan,3,,23,
2020-02-06,Japan,2,,25,
2020-02-07,Japan,0,,25,
2020-02-08,Japan,0,,25,
2020-02-09,Japan,1,,26,
2020-02-10,Japan,0,,26,
2020-02-11,Japan,0,,26,
2020-02-12,Japan,2,,28,
2020-02-13,Japan,1,,29,
2020-02-14,Japan,4,,33,1
2020-02-15,Japan,8,0,41,1
2020-02-16,Japan,12,0,53,1
2020-02-17,Japan,6,0,59,1
2020-02-18,Japan,6,0,65,1
2020-02-19,Japan,8,0,73,1
2020-02-20,Japan,12,0,85,1
2020-02-21,Japan,8,0,93,1
2020-02-22,Japan,12,0,105,1
2020-02-23,Japan,27,0,132,1
2020-02-24,Japan,12,0,144,1
2020-02-25,Japan,13,0,157,1
2020-02-26,Japan,7,0,164,1
2020-02-27,Japan,22,2,186,3
2020-02-28,Japan,24,1,210,4
2020-02-29,Japan,20,1,230,5
2020-03-01,Japan,9,0,239,5
2020-03-02,Japan,15,1,254,6
2020-03-03,Japan,14,0,268,6
2020-03-04,Japan,16,0,284,6
2020-03-05,Japan,33,0,317,6
2020-03-06,Japan,32,0,349,6
2020-03-07,Japan,59,0,408,6
2020-03-08,Japan,47,0,455,6
2020-03-09,Japan,33,1,488,7
2020-03-10,Japan,26,2,514,9
2020-03-11,Japan,54,3,568,12
2020-03-12,Japan,52,3,620,15
2020-03-13,Japan,55,4,675,19
2020-03-14,Japan,41,2,716,21
2020-03-15,Japan,64,1,780,22
2020-03-16,Japan,34,2,814,24
2020-03-17,Japan,15,4,829,28
2020-03-13,Jersey,,,2,
2020-03-14,Jersey,0,,2,
2020-03-15,Jersey,0,,2,
2020-03-16,Jersey,0,,2,
2020-03-17,Jersey,0,,2,
2020-03-03,Jordan,,,1,
2020-03-04,Jordan,0,,1,
2020-03-05,Jordan,0,,1,
2020-03-06,Jordan,0,,1,
2020-03-07,Jordan,0,,1,
2020-03-08,Jordan,0,,1,
2020-03-09,Jordan,0,,1,
2020-03-10,Jordan,0,,1,
2020-03-11,Jordan,0,,1,
2020-03-12,Jordan,0,,1,
2020-03-13,Jordan,0,,1,
2020-03-14,Jordan,0,,1,
2020-03-15,Jordan,0,,1,
2020-03-16,Jordan,5,,6,
2020-03-17,Jordan,29,,35,
2020-03-15,Kazakhstan,,,6,
2020-03-16,Kazakhstan,0,,6,
2020-03-17,Kazakhstan,0,,6,
2020-03-14,Kenya,,,1,
2020-03-15,Kenya,0,,1,
2020-03-16,Kenya,0,,1,
2020-03-17,Kenya,2,,3,
2020-02-24,Kuwait,,,3,
2020-02-25,Kuwait,5,,8,
2020-02-26,Kuwait,4,,12,
2020-02-27,Kuwait,31,,43,
2020-02-28,Kuwait,0,,43,
2020-02-29,Kuwait,2,,45,
2020-03-01,Kuwait,0,,45,
2020-03-02,Kuwait,11,,56,
2020-03-03,Kuwait,0,,56,
2020-03-04,Kuwait,0,,56,
2020-03-05,Kuwait,2,,58,
2020-03-06,Kuwait,0,,58,
2020-03-07,Kuwait,0,,58,
2020-03-08,Kuwait,4,,62,
2020-03-09,Kuwait,2,,64,
2020-03-10,Kuwait,1,,65,
2020-03-11,Kuwait,4,,69,
2020-03-12,Kuwait,11,,80,
2020-03-13,Kuwait,0,,80,
2020-03-14,Kuwait,20,,100,
2020-03-15,Kuwait,12,,112,
2020-03-16,Kuwait,0,,112,
2020-03-17,Kuwait,18,,130,
2020-03-03,Latvia,,,1,
2020-03-04,Latvia,0,,1,
2020-03-05,Latvia,0,,1,
2020-03-06,Latvia,0,,1,
2020-03-07,Latvia,0,,1,
2020-03-08,Latvia,0,,1,
2020-03-09,Latvia,2,,3,
2020-03-10,Latvia,3,,6,
2020-03-11,Latvia,2,,8,
2020-03-12,Latvia,8,,16,
2020-03-13,Latvia,0,,16,
2020-03-14,Latvia,0,,16,
2020-03-15,Latvia,14,,30,
2020-03-16,Latvia,1,,31,
2020-03-17,Latvia,5,,36,
2020-02-22,Lebanon,,,1,
2020-02-23,Lebanon,0,,1,
2020-02-24,Lebanon,0,,1,
2020-02-25,Lebanon,0,,1,
2020-02-26,Lebanon,0,,1,
2020-02-27,Lebanon,1,,2,
2020-02-28,Lebanon,0,,2,
2020-02-29,Lebanon,0,,2,
2020-03-01,Lebanon,0,,2,
2020-03-02,Lebanon,8,,10,
2020-03-03,Lebanon,3,,13,
2020-03-04,Lebanon,0,,13,
2020-03-05,Lebanon,0,,13,
2020-03-06,Lebanon,3,,16,
2020-03-07,Lebanon,6,,22,
2020-03-08,Lebanon,6,,28,
2020-03-09,Lebanon,4,,32,
2020-03-10,Lebanon,9,,41,
2020-03-11,Lebanon,0,,41,1
2020-03-12,Lebanon,25,2,66,3
2020-03-13,Lebanon,0,0,66,3
2020-03-14,Lebanon,11,0,77,3
2020-03-15,Lebanon,16,0,93,3
2020-03-16,Lebanon,6,0,99,3
2020-03-17,Lebanon,10,0,109,3
2020-03-17,Liberia,,,1,
2020-03-05,Liechtenstein,,,1,
2020-03-06,Liechtenstein,0,,1,
2020-03-07,Liechtenstein,0,,1,
2020-03-08,Liechtenstein,0,,1,
2020-03-09,Liechtenstein,0,,1,
2020-03-10,Liechtenstein,0,,1,
2020-03-11,Liechtenstein,0,,1,
2020-03-12,Liechtenstein,0,,1,
2020-03-13,Liechtenstein,3,,4,
2020-03-14,Liechtenstein,0,,4,
2020-03-15,Liechtenstein,0,,4,
2020-03-16,Liechtenstein,3,,7,
2020-03-17,Liechtenstein,0,,7,
2020-02-28,Lithuania,,,1,
2020-02-29,Lithuania,0,,1,
2020-03-01,Lithuania,0,,1,
2020-03-02,Lithuania,0,,1,
2020-03-03,Lithuania,0,,1,
2020-03-04,Lithuania,0,,1,
2020-03-05,Lithuania,0,,1,
2020-03-06,Lithuania,0,,1,
2020-03-07,Lithuania,0,,1,
2020-03-08,Lithuania,0,,1,
2020-03-09,Lithuania,0,,1,
2020-03-10,Lithuania,0,,1,
2020-03-11,Lithuania,0,,1,
2020-03-12,Lithuania,2,,3,
2020-03-13,Lithuania,0,,3,
2020-03-14,Lithuania,3,,6,
2020-03-15,Lithuania,3,,9,
2020-03-16,Lithuania,5,,14,
2020-03-17,Lithuania,3,,17,
2020-03-02,Luxembourg,,,1,
2020-03-03,Luxembourg,0,,1,
2020-03-04,Luxembourg,0,,1,
2020-03-05,Luxembourg,0,,1,
2020-03-06,Luxembourg,0,,1,
2020-03-07,Luxembourg,1,,2,
2020-03-08,Luxembourg,0,,2,
2020-03-09,Luxembourg,0,,2,
2020-03-10,Luxembourg,3,,5,
2020-03-11,Luxembourg,0,,5,
2020-03-12,Luxembourg,12,,17,
2020-03-13,Luxembourg,0,,17,
2020-03-14,Luxembourg,21,,38,1
2020-03-15,Luxembourg,0,0,38,1
2020-03-16,Luxembourg,0,0,38,1
2020-03-17,Luxembourg,43,0,81,1
2020-01-26,Malaysia,,,3,
